Problem,Win Length,Optimisation Criterion,Opt Routes,Avg Routes,Extra Routes,Times,Dist,Idle,Dels/route,Len Route,Time Route,% Idle
B-n38-k6,1,TIME,6,14.4,1.4,3817.7,3395.523182,1012,2.569444444,91.77089681,103.1810811,0.26508107
B-n38-k6,1,DIST,6,13.1,1.183333333,6053.1,2894.476522,3223.2,2.824427481,78.22909518,163.5972973,0.532487486
B-n38-k6,1,IDLE,6,37.1,5.183333333,6113,5970.761261,0,0.997304582,161.371926,165.2162162,0
B-n39-k5,1,ROUTES,5,13.8,1.76,6476.3,4030.232021,3769,2.753623188,106.0587374,170.4289474,0.581968099
B-n39-k5,1,TIME,5,20.9,3.18,3507.2,3545.640216,1508.8,1.818181818,93.30632146,92.29473684,0.43020073
B-n39-k5,1,DIST,5,15.7,2.14,6214.4,2512.254597,3671.8,2.420382166,66.11196308,163.5368421,0.590853502
B-n39-k5,1,IDLE,5,38,6.6,5500,5348.803022,0,1,140.7579743,144.7368421,0
B-n41-k6,1,ROUTES,6,15.1,1.516666667,7330.4,4469.624043,3289.8,2.649006623,111.7406011,183.26,0.448788606
B-n41-k6,1,TIME,6,20.6,2.433333333,4379.7,3868.510765,1200.2,1.941747573,96.71276912,109.4925,0.274037035
B-n41-k6,1,DIST,6,16.2,1.7,6693,2928.515363,3756.4,2.469135802,73.21288407,167.325,0.56124309
B-n41-k6,1,IDLE,6,40,5.666666667,6278,6124.614931,0,1,153.1153733,156.95,0
B-n43-k6,1,ROUTES,6,15.8,1.633333333,7457.2,3960.736817,3814.3,2.658227848,94.30325756,177.552381,0.511492249
B-n43-k6,1,TIME,6,21.2,2.533333333,4049.8,3521.926903,770,1.981132075,83.85540246,96.42380952,0.190132846
B-n43-k6,1,DIST,6,15.6,1.6,6530.5,2928.33272,3693.7,2.692307692,69.72220761,155.4880952,0.565607534
B-n43-k6,1,IDLE,6,42,6,5764,5599.974347,0,1,133.3327225,137.2380952,0
B-n44-k7,1,ROUTES,7,17.4,1.485714286,7936.5,4850.199509,3499.7,2.471264368,112.7953374,184.5697674,0.440962641
B-n44-k7,1,TIME,7,21.5,2.071428571,4770.4,4149.677245,755.3,2,96.50412198,110.9395349,0.158330538
B-n44-k7,1,DIST,7,17.3,1.471428571,7176.6,3261.067821,3964,2.485549133,75.83878653,166.8976744,0.552350695
B-n44-k7,1,IDLE,7,43,5.142857143,6829,6655.361454,0,1,154.7758478,158.8139535,0
B-n45-k5,1,ROUTES,5,17,2.4,7598.8,4604.862226,3691.3,2.588235294,104.6559597,172.7,0.48577407
B-n45-k5,1,TIME,5,27.9,4.58,4503,4411.235224,1185.9,1.577060932,100.255346,102.3409091,0.263357761
B-n45-k5,1,DIST,5,19,2.8,7174.9,3098.635777,4111.8,2.315789474,70.4235404,163.0659091,0.573081158
B-n45-k5,1,IDLE,5,44,7.8,5744,5568.807863,0,1,126.5638151,130.5454545,0
B-n45-k6,1,ROUTES,6,16.4,1.733333333,7249,3686.526779,3805.6,2.682926829,83.78469952,164.75,0.524982756
B-n45-k6,1,TIME,6,22.6,2.766666667,4049.7,3546.450161,561.2,1.946902655,80.60114002,92.03863636,0.138578166
B-n45-k6,1,DIST,6,15.8,1.633333333,6806.7,2778.889884,4084.5,2.784810127,63.15658827,154.6977273,0.600070519
B-n45-k6,1,IDLE,6,44,6.333333333,5450,5273.407714,0,1,119.8501753,123.8636364,0
B-n50-k7,1,ROUTES,7,19.1,1.728571429,8567.1,4731.811031,4225.2,2.565445026,96.56757206,174.8387755,0.49318906
B-n50-k7,1,TIME,7,31.4,3.485714286,4887.5,4508.849216,549.1,1.560509554,92.01733093,99.74489796,0.112347826
B-n50-k7,1,DIST,7,20.2,1.885714286,8095.9,3211.658781,4902,2.425742574,65.54405675,165.222449,0.605491669
B-n50-k7,1,IDLE,7,49,6,5995,5806.911425,0,1,118.5083964,122.3469388,0
B-n50-k8,1,ROUTES,8,19.6,1.45,9661.5,5938.36291,4352.2,2.5,121.1910798,197.1734694,0.450468354
B-n50-k8,1,TIME,8,22.4,1.8,6156.1,5279.850308,1249.9,2.1875,107.7520471,125.6346939,0.203034389
B-n50-k8,1,DIST,8,19.9,1.4875,9089.8,4796.434044,4532.3,2.462311558,97.88640905,185.5061224,0.498613831
B-n50-k8,1,IDLE,8,49,5.125,8783,8597.32173,0,1,175.4555455,179.244898,0
B-n51-k7,1,ROUTES,7,20.5,1.928571429,9535.8,6635.196817,4538.4,2.43902439,132.7039363,190.716,0.475932801
B-n51-k7,1,TIME,7,26.5,2.785714286,6008.7,6020.411205,2237.7,1.886792453,120.4082241,120.174,0.372410005
B-n51-k7,1,DIST,7,20.1,1.871428571,9073,4593.68233,4759.2,2.487562189,91.8736466,181.46,0.524545354
B-n51-k7,1,IDLE,7,50,6.142857143,8358,8164.491966,0,1,163.2898393,167.16,0
B-n52-k7,1,ROUTES,7,21.2,2.028571429,9593.2,5500.820975,4584,2.405660377,107.8592348,188.1019608,0.477838469
B-n52-k7,1,TIME,7,33.7,3.814285714,5428.1,4839.251986,759.7,1.513353116,94.88729385,106.4333333,0.139956891
B-n52-k7,1,DIST,7,21.7,2.1,8433.4,3665.638669,4833.3,2.350230415,71.87526802,165.3607843,0.573114047
B-n52-k7,1,IDLE,7,51.1,6.3,7049,6852.288678,0,0.998043053,134.3586015,138.2156863,0
B-n56-k7,1,ROUTES,7,22.8,2.257142857,10003.4,5810.142575,5130.7,2.412280702,105.6389559,181.88,0.512895615
B-n56-k7,1,TIME,7,36.2,4.171428571,5304.2,4904.598221,882.1,1.519337017,89.17451311,96.44,0.166302176
B-n56-k7,1,DIST,7,25.8,2.685714286,8949.6,3503.875593,5432.8,2.131782946,63.70682897,162.72,0.60704389
B-n56-k7,1,IDLE,7,55.1,6.871428571,6849,6639.653304,0,0.998185118,120.7209692,124.5272727,0
B-n57-k7,1,ROUTES,7,22.3,2.185714286,11297.9,7830.050473,5524.7,2.511210762,139.8223299,201.7482143,0.489002381
B-n57-k7,1,TIME,7,27.6,2.942857143,7237.7,7296.909689,4043.9,2.028985507,130.3019587,129.2446429,0.55872722
B-n57-k7,1,DIST,7,23,2.285714286,10835.3,5754.8826,5640.9,2.434782609,102.7657607,193.4875,0.520603952
B-n57-k7,1,IDLE,7,56.1,7.014285714,10782,10563.28224,0,0.998217469,188.63004,192.5357143,0
B-n57-k9,1,ROUTES,9,22.8,1.533333333,12745.1,7955.581752,5193.2,2.456140351,142.0639599,227.5910714,0.407466399
B-n57-k9,1,TIME,9,20.8,1.311111111,9022.9,6987.502663,2382.1,2.692307692,124.7768333,161.1232143,0.264006029
B-n57-k9,1,DIST,9,24.2,1.688888889,12945.1,7603.558722,5593.5,2.314049587,135.7778343,231.1625,0.432093997
B-n57-k9,1,IDLE,9,56,5.222222222,13424,13204.18848,0,1,235.78908,239.7142857,0
B-n63-k10,1,ROUTES,10,26.6,1.66,13257.7,8658.660443,5206.6,2.330827068,139.6558136,213.833871,0.39272272
B-n63-k10,1,TIME,10,27.8,1.78,9036.1,7706.185686,2276.4,2.230215827,124.2933175,145.7435484,0.251922843
B-n63-k10,1,DIST,10,25.3,1.53,11835.2,7218.255723,5395.7,2.450592885,116.4234794,190.8903226,0.455902731
B-n63-k10,1,IDLE,10,62,5.2,12748,12508.84719,0,1,201.7555998,205.6129032,0
B-n64-k9,1,ROUTES,9,26,1.888888889,10874,5728.529509,5580.8,2.423076923,90.92903983,172.6031746,0.513224205
