prob,size,demand,avg bags,winlen,dist,time,costDel,getRoutes,getCost,dels/route,loadFactor
A-n48-k7.vrp,48,626,13,1,4028.967474,6780,6.324902867,13,3959.389194,3,48.15384615
A-n48-k7.vrp,48,626,13,1,4068.942844,5687,5.721192193,12,3581.466313,4,52.16666667
A-n48-k7.vrp,48,626,13,14,4536.283897,2914,3.612692038,7,2261.545216,6,89.42857143
A-n48-k7.vrp,48,626,13,14,3593.491714,3154,3.513160592,7,2199.238531,6,89.42857143
A-n48-k7.vrp,48,626,13,14,3598.496342,3107,3.499079987,7,2190.424072,6,89.42857143
A-n53-k7.vrp,53,664,12,1,4056.72178,6001,6.721139229,17,4462.836448,3,39.05882353
A-n53-k7.vrp,53,664,12,1,4135.867779,5868,6.695024895,17,4445.49653,3,39.05882353
A-n53-k7.vrp,53,664,12,1,4130.649125,5929,6.959466789,18,4621.085948,2,36.88888889
A-n53-k7.vrp,53,664,12,1,4236.596663,5821,7.439581039,20,4939.88181,2,33.2
A-n53-k7.vrp,53,664,12,1,4681.797555,6040,6.349051678,15,4215.770314,3,44.26666667
A-n53-k7.vrp,53,664,12,1,4831.291234,5941,6.098585955,14,4049.461074,3,47.42857143
A-n53-k7.vrp,53,664,12,1,4923.628818,5813,6.076302066,14,4034.664572,3,47.42857143
A-n53-k7.vrp,53,664,12,1,5353.895235,5408,9.240972504,27,6136.005742,1,24.59259259
A-n53-k7.vrp,53,664,12,1,4778.488311,5912,6.327534838,15,4201.483132,3,44.26666667
A-n53-k7.vrp,53,664,12,1,4982.561179,5468,6.970722376,18,4628.559658,2,36.88888889
A-n53-k7.vrp,53,664,12,1,4699.566193,5973,6.085013922,14,4040.449245,3,47.42857143
A-n53-k7.vrp,53,664,12,1,4926.251223,5732,6.052366556,14,4018.771393,3,47.42857143
A-n53-k7.vrp,53,664,12,1,5037.651811,5464,6.979224792,18,4634.205262,2,36.88888889
A-n53-k7.vrp,53,664,12,1,4702.49614,5808,6.529807302,16,4335.792048,3,41.5
A-n53-k7.vrp,53,664,12,1,5353.547649,5402,9.733079932,29,6462.765075,1,22.89655172
A-n53-k7.vrp,53,664,12,1,5228.833774,5443,9.723454144,29,6456.373552,1,22.89655172
A-n53-k7.vrp,53,664,12,1,4638.698272,5813,6.767059786,17,4493.327698,3,39.05882353
A-n53-k7.vrp,53,664,12,1,4834.166564,5495,6.211743205,15,4124.597488,3,44.26666667
A-n53-k7.vrp,53,664,12,1,4573.037852,6308,5.916634682,13,3928.645429,4,51.07692308
A-n53-k7.vrp,53,664,12,1,4588.240203,6220,6.139795337,14,4076.824104,3,47.42857143
A-n53-k7.vrp,53,664,12,14,3879.889566,3339,3.418293794,7,2269.747079,7,94.85714286
A-n53-k7.vrp,53,664,12,14,3771.520321,3365,3.654017888,8,2426.267878,6,83
A-n53-k7.vrp,53,664,12,14,5018.593906,3303,4.349059468,10,2887.775487,5,66.4
A-n53-k7.vrp,53,664,12,14,5032.024164,3298,3.855944017,8,2560.346827,6,83
A-n54-k7.vrp,54,669,12,1,5003.382643,6237,7.397303093,19,4948.795769,2,35.21052632
A-n54-k7.vrp,54,669,12,1,5013.399114,6531,6.506379217,15,4352.767696,3,44.6
A-n54-k7.vrp,54,669,12,1,4934.366306,6251,7.14427632,18,4779.520858,3,37.16666667
A-n54-k7.vrp,54,669,12,1,5006.222834,6225,7.394212364,19,4946.728072,2,35.21052632
A-n54-k7.vrp,54,669,12,1,5009.452448,6070,7.59358137,20,5080.105936,2,33.45
A-n54-k7.vrp,54,669,12,1,5035.765377,5933,7.066942525,18,4727.784549,3,37.16666667
A-n54-k7.vrp,54,669,12,1,4725.12495,6532,6.946546516,17,4647.239619,3,39.35294118
A-n54-k7.vrp,54,669,12,1,5319.338496,6101,6.921618242,17,4630.562604,3,39.35294118
A-n54-k7.vrp,54,669,12,14,4236.462881,3765,3.827602626,8,2560.666157,6,83.625
A-n54-k7.vrp,54,669,12,14,4303.685029,3764,3.593918009,7,2404.331148,7,95.57142857
A-n54-k7.vrp,54,669,12,14,4279.754305,3773,3.592423399,7,2403.331254,7,95.57142857
A-n54-k7.vrp,54,669,12,14,4290.026681,3674,3.809765503,8,2548.733122,6,83.625
A-n54-k7.vrp,54,669,12,14,4232.353544,3759,4.070232234,9,2722.985365,6,74.33333333
A-n54-k7.vrp,54,669,12,14,4216.8246,3779,4.073495483,9,2725.168478,6,74.33333333
A-n54-k7.vrp,54,669,12,14,4371.91277,3745,3.600170096,7,2408.513794,7,95.57142857
A-n55-k9.vrp,55,839,15,1,5942.78636,5149,8.897623366,35,7465.106004,1,23.97142857
A-n55-k9.vrp,55,839,15,1,3915.115111,7849,6.717364086,22,5635.868468,2,38.13636364
A-n55-k9.vrp,55,839,15,1,4509.540856,5769,7.477254208,28,6273.41628,1,29.96428571
A-n55-k9.vrp,55,839,15,1,4267.703944,5987,7.690967058,29,6452.721361,1,28.93103448
A-n55-k9.vrp,55,839,15,1,4465.858979,6010,5.769374852,19,4840.505501,2,44.15789474
A-n55-k9.vrp,55,839,15,1,4491.66859,6015,5.578695143,18,4680.525225,3,46.61111111
A-n55-k9.vrp,55,839,15,1,4435.585707,6284,5.634998245,18,4727.763528,3,46.61111111
A-n55-k9.vrp,55,839,15,1,4469.321113,5913,5.746734887,19,4821.51057,2,44.15789474
A-n55-k9.vrp,55,839,15,1,4440.159045,6226,5.621810022,18,4716.698608,3,46.61111111
A-n55-k9.vrp,55,839,15,1,4403.944512,6860,5.572421344,17,4675.261508,3,49.35294118
A-n55-k9.vrp,55,839,15,1,4278.681441,7229,5.642915052,17,4734.405729,3,49.35294118
A-n55-k9.vrp,55,839,15,1,4191.783307,6779,5.718997195,18,4798.238647,3,46.61111111
A-n55-k9.vrp,55,839,15,1,4147.56353,6675,5.883510051,19,4936.264933,2,44.15789474
A-n55-k9.vrp,55,839,15,1,4276.296586,6681,5.707421574,18,4788.526701,3,46.61111111
A-n55-k9.vrp,55,839,15,1,4425.003399,6581,5.508850295,17,4621.925398,3,49.35294118
A-n55-k9.vrp,55,839,15,1,4388.136648,6666,5.719442179,18,4798.611988,3,46.61111111
A-n55-k9.vrp,55,839,15,1,4555.259987,5901,5.560387865,18,4665.165418,3,46.61111111
A-n55-k9.vrp,55,839,15,1,4985.512209,5267,7.619433765,29,6392.704928,1,28.93103448
A-n55-k9.vrp,55,839,15,1,4452.377666,6131,5.014455527,15,4207.128187,3,55.93333333
A-n55-k9.vrp,55,839,15,1,4516.793953,5939,5.173140516,16,4340.264893,3,52.4375
A-n55-k9.vrp,55,839,15,1,4726.127686,5827,5.371104814,17,4506.356939,3,49.35294118
A-n55-k9.vrp,55,839,15,1,4767.833697,5628,5.91589576,20,4963.436543,2,41.95
A-n55-k9.vrp,55,839,15,1,4718.423957,5687,5.532128252,18,4641.455603,3,46.61111111
A-n55-k9.vrp,55,839,15,1,4590.615466,5845,5.161027425,16,4330.10201,3,52.4375
A-n55-k9.vrp,55,839,15,1,4494.477174,6107,5.405546876,17,4535.253829,3,49.35294118
A-n55-k9.vrp,55,839,15,1,4832.5183,5464,5.88582198,20,4938.204641,2,41.95
A-n55-k9.vrp,55,839,15,1,4547.439659,5629,5.689929011,19,4773.85044,2,44.15789474
A-n55-k9.vrp,55,839,15,1,4581.162018,5498,7.227170389,27,6063.595956,2,31.07407407
A-n55-k9.vrp,55,839,15,1,4703.920779,5417,7.615922206,29,6389.758731,1,28.93103448
A-n55-k9.vrp,55,839,15,1,4271.332443,5906,5.91292717,20,4960.945896,2,41.95
A-n55-k9.vrp,55,839,15,1,4630.489446,5587,6.277910924,22,5267.167265,2,38.13636364
A-n55-k9.vrp,55,839,15,1,4397.157799,5776,6.094955259,21,5113.667462,2,39.95238095
A-n55-k9.vrp,55,839,15,1,4281.190737,5825,6.090464024,21,5109.899316,2,39.95238095
A-n55-k9.vrp,55,839,15,1,4149.506288,6111,5.749335203,19,4823.692236,2,44.15789474
A-n55-k9.vrp,55,839,15,1,4107.972235,6423,6.013388262,20,5045.232752,2,41.95
A-n55-k9.vrp,55,839,15,1,5451.65159,5244,8.460838184,33,7098.643236,1,25.42424242
A-n55-k9.vrp,55,839,15,14,3546.849236,3170,3.009512945,9,2524.981361,6,93.22222222
A-n60-k9.vrp,60,829,13,1,5904.742337,7225,6.928654829,22,5743.854853,2,37.68181818
A-n60-k9.vrp,60,829,13,1,6167.101187,7085,6.734078213,21,5582.550839,2,39.47619048
A-n60-k9.vrp,60,829,13,1,6452.38465,6945,7.729709293,26,6407.929004,2,31.88461538
A-n60-k9.vrp,60,829,13,1,5399.186925,8357,6.932575236,21,5747.10487,2,39.47619048
A-n60-k9.vrp,60,829,13,1,5563.48868,7510,6.553592492,20,5432.928176,3,41.45
A-n60-k9.vrp,60,829,13,1,5527.314768,7553,6.558861071,20,5437.295828,3,41.45
A-n60-k9.vrp,60,829,13,1,5415.637692,7658,6.766260084,21,5609.22961,2,39.47619048
A-n60-k9.vrp,60,829,13,1,5450.790915,8026,6.464345642,19,5358.942537,3,43.63157895
A-n60-k9.vrp,60,829,13,1,5427.206152,7801,6.604563474,20,5475.18312,3,41.45
A-n60-k9.vrp,60,829,13,1,5749.343047,7459,6.369690153,19,5280.473136,3,43.63157895
A-n60-k9.vrp,60,829,13,1,5442.21855,8459,6.567598999,19,5444.53957,3,43.63157895
A-n60-k9.vrp,60,829,13,1,5410.149987,7970,6.840756995,21,5670.987548,2,39.47619048
A-n60-k9.vrp,60,829,13,1,6179.658387,7194,6.168661075,18,5113.820031,3,46.05555556
A-n60-k9.vrp,60,829,13,1,6311.066468,7064,7.144987668,23,5923.194777,2,36.04347826
A-n60-k9.vrp,60,829,13,1,6555.471625,6829,7.122786707,23,5904.79018,2,36.04347826
A-n60-k9.vrp,60,829,13,1,5809.670757,7334,6.743705041,21,5590.531479,2,39.47619048
A-n60-k9.vrp,60,829,13,1,5821.32251,7116,7.08841343,23,5876.294734,2,36.04347826
A-n60-k9.vrp,60,829,13,1,5807.814813,7266,6.924866506,22,5740.714333,2,37.68181818
A-n60-k9.vrp,60,829,13,1,5616.910915,7831,6.045088754,17,5011.378577,3,48.76470588
A-n60-k9.vrp,60,829,13,1,5521.888238,7554,6.16267904,18,5108.860924,3,46.05555556
A-n60-k9.vrp,60,829,13,1,5545.455199,7912,5.856716838,16,4855.218258,3,51.8125
A-n60-k9.vrp,60,829,13,1,5609.423803,7895,6.059472358,17,5023.302585,3,48.76470588
A-n60-k9.vrp,60,829,13,14,5833.193506,3896,3.543647334,9,2937.68364,6,92.11111111
A-n60-k9.vrp,60,829,13,14,4592.626568,3911,3.372180107,9,2795.537308,6,92.11111111
A-n60-k9.vrp,60,829,13,14,4547.620958,3923,3.368723344,9,2792.671652,6,92.11111111
A-n61-k9.vrp,61,885,14,1,4098.646998,9640,7.909086665,28,6999.541699,2,31.60714286
A-n61-k9.vrp,61,885,14,1,4674.494151,5850,5.275611091,18,4668.915816,3,49.16666667
A-n61-k9.vrp,61,885,14,1,4668.48007,5927,5.292217139,18,4683.612168,3,49.16666667
A-n61-k9.vrp,61,885,14,1,4617.99345,5878,5.459779925,19,4831.905234,3,46.57894737
A-n61-k9.vrp,61,885,14,1,4611.875745,6063,5.500779053,19,4868.189462,3,46.57894737
A-n61-k9.vrp,61,885,14,1,4644.290686,5751,5.434555944,19,4809.58201,3,46.57894737
A-n61-k9.vrp,61,885,14,1,4785.122875,5661,5.803456922,21,5136.059376,2,42.14285714
A-n61-k9.vrp,61,885,14,1,4685.569793,5978,5.120691148,17,4531.811666,3,52.05882353
A-n61-k9.vrp,61,885,14,1,4817.432044,5713,5.448858248,19,4822.239549,3,46.57894737
A-n61-k9.vrp,61,885,14,1,4612.465449,6016,5.304924811,18,4694.858457,3,49.16666667
A-n61-k9.vrp,61,885,14,1,4636.854219,5977,5.299335529,18,4689.911944,3,49.16666667
A-n61-k9.vrp,61,885,14,1,4671.978274,5723,5.431888653,19,4807.221458,3,46.57894737
A-n61-k9.vrp,61,885,14,1,4211.511364,6161,5.840617887,21,5168.94683,2,42.14285714
A-n61-k9.vrp,61,885,14,1,4176.296129,6208,6.031894517,22,5338.226647,2,40.22727273
A-n61-k9.vrp,61,885,14,1,4166.258628,6310,5.497686169,19,4865.452259,3,46.57894737
A-n61-k9.vrp,61,885,14,1,4722.136916,5659,6.906542395,27,6112.290019,2,32.77777778
A-n61-k9.vrp,61,885,14,1,4189.038776,6261,5.67493507,20,5022.317537,3,44.25
A-n61-k9.vrp,61,885,14,1,4509.644161,5578,7.78669872,32,6891.228367,1,27.65625
A-n61-k9.vrp,61,885,14,1,4739.529671,5534,7.80714686,32,6909.324971,1,27.65625
A-n61-k9.vrp,61,885,14,1,4493.702686,5869,5.99724657,22,5307.563214,2,40.22727273
A-n61-k9.vrp,61,885,14,1,5070.842288,5618,7.684619828,31,6800.888548,1,28.5483871
A-n61-k9.vrp,61,885,14,1,4304.682047,5931,5.800957966,21,5133.8478,2,42.14285714
A-n61-k9.vrp,61,885,14,1,4223.796532,5967,5.613089485,20,4967.584194,3,44.25
A-n61-k9.vrp,61,885,14,1,4184.452465,6292,5.866645128,21,5191.980938,2,42.14285714
A-n61-k9.vrp,61,885,14,1,4436.288686,5848,6.726153419,26,5952.645776,2,34.03846154
A-n61-k9.vrp,61,885,14,1,4224.896093,6089,5.455494738,19,4828.112843,3,46.57894737
A-n61-k9.vrp,61,885,14,1,4464.468311,5906,5.816432534,21,5147.542792,2,42.14285714
A-n61-k9.vrp,61,885,14,14,3763.094319,3345,3.106533373,10,2749.282035,6,88.5
A-n61-k9.vrp,61,885,14,14,3718.765876,3380,3.108582607,10,2751.095607,6,88.5
A-n62-k8.vrp,62,733,11,1,6143.348974,7464,7.491912456,20,5491.57183,3,36.65
A-n62-k8.vrp,62,733,11,1,5884.004794,8583,7.979575117,21,5849.028561,2,34.9047619
A-n62-k8.vrp,62,733,11,1,5910.426444,8547,7.750231779,20,5680.919894,3,36.65
A-n62-k8.vrp,62,733,11,1,5714.91255,8863,8.028983313,21,5885.244768,2,34.9047619
A-n62-k8.vrp,62,733,11,1,6327.69575,7458,7.29596235,19,5347.940403,3,38.57894737
A-n62-k8.vrp,62,733,11,1,5757.416396,8806,8.243953231,22,6042.817718,2,33.31818182
A-n62-k8.vrp,62,733,11,1,5925.406566,8529,7.52397349,19,5515.072568,3,38.57894737
A-n62-k8.vrp,62,733,11,1,5908.084745,8568,7.979325942,21,5848.845915,2,34.9047619
A-n62-k8.vrp,62,733,11,1,5921.867684,7924,7.805809712,21,5721.658519,2,34.9047619
A-n62-k8.vrp,62,733,11,1,5996.622164,7609,7.060579527,18,5175.404793,3,40.72222222
A-n62-k8.vrp,62,733,11,1,5850.879377,8666,8.220672424,22,6025.752887,2,33.31818182
A-n62-k8.vrp,62,733,11,1,5872.121787,8609,8.432248634,23,6180.838249,2,31.86956522
A-n62-k8.vrp,62,733,11,1,5752.90161,8828,8.249235318,22,6046.689488,2,33.31818182
A-n62-k8.vrp,62,733,11,1,6238.162928,7172,7.874850017,22,5772.265063,2,33.31818182
A-n62-k8.vrp,62,733,11,1,5792.463931,9136,7.892112251,20,5784.91828,3,36.65
A-n62-k8.vrp,62,733,11,1,6034.829699,7195,7.624931889,21,5589.075075,2,34.9047619
A-n62-k8.vrp,62,733,11,1,6517.284203,7180,7.697847547,21,5642.522252,2,34.9047619
A-n62-k8.vrp,62,733,11,1,6551.65316,8101,7.059677244,17,5174.74342,3,43.11764706
A-n62-k8.vrp,62,733,11,1,6447.132338,7523,7.109023852,18,5210.914484,3,40.72222222
A-n62-k8.vrp,62,733,11,14,5104.552907,4382,3.800317449,8,2785.63269,7,91.625
A-n62-k8.vrp,62,733,11,14,5079.020691,4364,4.015068787,9,2943.045421,6,81.44444444
A-n62-k8.vrp,62,733,11,14,5020.900366,4386,4.011794465,9,2940.645343,6,81.44444444
A-n62-k8.vrp,62,733,11,14,5960.94306,4055,3.847790366,8,2820.430338,7,91.625
A-n63-k9.vrp,63,873,13,1,6693.659392,9352,6.984602691,21,6097.558149,3,41.57142857
A-n63-k9.vrp,63,873,13,1,6748.846415,8909,6.70265181,20,5851.415031,3,43.65
A-n63-k9.vrp,63,873,13,1,6918.381631,9315,6.630527664,19,5788.450651,3,45.94736842
A-n63-k9.vrp,63,873,13,1,6738.239733,9257,6.968813343,21,6083.774049,3,41.57142857
A-n63-k9.vrp,63,873,13,1,6976.743217,9077,6.395966731,18,5583.678956,3,48.5
A-n63-k9.vrp,63,873,13,1,6720.431006,9350,6.987732449,21,6100.290428,3,41.57142857
A-n63-k9.vrp,63,873,13,1,6783.226932,8865,6.885037286,21,6010.637551,3,41.57142857
A-n63-k9.vrp,63,873,13,1,7341.627812,8462,6.867549203,21,5995.370454,3,41.57142857
A-n63-k9.vrp,63,873,13,1,7370.192861,8359,6.659922755,20,5814.112565,3,43.65
A-n63-k9.vrp,63,873,13,1,7006.623453,8736,7.261139684,23,6338.974944,2,37.95652174
A-n63-k9.vrp,63,873,13,1,7048.420673,8731,7.265595898,23,6342.865219,2,37.95652174
A-n63-k9.vrp,63,873,13,1,6936.467739,8737,7.064108506,22,6166.966725,2,39.68181818
A-n63-k9.vrp,63,873,13,1,7192.49486,8710,7.092235852,22,6191.521899,2,39.68181818
A-n63-k9.vrp,63,873,13,1,7003.613695,8866,6.726944791,20,5872.622802,3,43.65
A-n63-k9.vrp,63,873,13,1,7326.003974,8717,6.548158608,19,5716.542465,3,45.94736842
A-n63-k9.vrp,63,873,13,1,7332.868256,8756,6.37015531,18,5561.145586,3,48.5
A-n63-k9.vrp,63,873,13,1,7299.369586,8762,6.367040368,18,5558.426242,3,48.5
A-n63-k9.vrp,63,873,13,14,6622.588506,4694,3.841515298,10,3353.642855,6,87.3
A-n63-k9.vrp,63,873,13,14,5349.481103,4865,3.710067914,10,3238.889289,6,87.3
A-n63-k9.vrp,63,873,13,14,5462.224856,4837,3.71876324,10,3246.480308,6,87.3
A-n63-k10.vrp,63,932,14,1,4871.943089,10438,7.426628049,26,6921.617341,2,35.84615385
A-n63-k10.vrp,63,932,14,1,5760.393752,6580,5.302538701,18,4941.966069,3,51.77777778
A-n63-k10.vrp,63,932,14,1,5555.750311,6327,5.926419299,22,5523.422786,2,42.36363636
A-n63-k10.vrp,63,932,14,1,5354.593176,6501,5.4106088,19,5042.687402,3,49.05263158
A-n63-k10.vrp,63,932,14,1,5518.748057,6283,6.440229102,25,6002.293523,2,37.28
A-n63-k10.vrp,63,932,14,1,5548.241222,6272,6.61753672,26,6167.544223,2,35.84615385
A-n63-k10.vrp,63,932,14,1,5250.952308,7446,5.95231912,21,5547.56142,3,44.38095238
A-n63-k10.vrp,63,932,14,1,5250.314377,7505,6.140865646,22,5723.286782,2,42.36363636
A-n63-k10.vrp,63,932,14,1,5230.66406,7439,6.30020139,23,5871.787695,2,40.52173913
A-n63-k10.vrp,63,932,14,1,5295.702384,7279,5.570168647,19,5191.397179,3,49.05263158
A-n63-k10.vrp,63,932,14,1,5304.066594,7157,5.545038403,19,5167.975792,3,49.05263158
A-n63-k10.vrp,63,932,14,1,5228.418587,7823,5.854425938,20,5456.324975,3,46.6
A-n63-k10.vrp,63,932,14,1,5139.078807,7657,5.983553885,21,5576.67222,3,44.38095238
A-n63-k10.vrp,63,932,14,1,5199.248734,8027,5.894540882,20,5493.712102,3,46.6
A-n63-k10.vrp,63,932,14,1,5460.599683,6492,5.597950819,20,5217.290163,3,46.6
A-n63-k10.vrp,63,932,14,14,4144.230931,3731,3.432483926,12,3199.075019,5,77.66666667
A-n63-k10.vrp,63,932,14,14,4160.216671,3692,3.07419029,10,2865.14535,6,93.2
A-n64-k9.vrp,64,848,13,1,6281.900426,8032,7.402573526,24,6277.38235,2,35.33333333
A-n64-k9.vrp,64,848,13,1,6363.692991,8405,6.728245377,20,5705.55208,3,42.4
A-n64-k9.vrp,64,848,13,1,6958.043333,7828,8.027937582,27,6807.69107,2,31.40740741
A-n64-k9.vrp,64,848,13,1,6395.949207,8255,6.503922237,19,5515.326057,3,44.63157895
A-n64-k9.vrp,64,848,13,1,6484.79424,8230,6.510284111,19,5520.720926,3,44.63157895
A-n64-k9.vrp,64,848,13,1,6577.718759,7959,6.45918997,19,5477.393095,3,44.63157895
A-n64-k9.vrp,64,848,13,1,6245.619135,8852,6.623982829,19,5617.137439,3,44.63157895
A-n64-k9.vrp,64,848,13,1,6567.017824,7952,7.03625128,22,5966.741085,2,38.54545455
A-n64-k9.vrp,64,848,13,1,6845.701627,7920,7.067154588,22,5992.94709,2,38.54545455
A-n64-k9.vrp,64,848,13,1,6520.565788,8009,7.04328561,22,5972.706197,2,38.54545455
A-n64-k9.vrp,64,848,13,1,6116.7848,8731,6.771065827,20,5741.863822,3,42.4
A-n64-k9.vrp,64,848,13,1,6066.211254,8588,6.923757921,21,5871.346717,3,40.38095238
A-n64-k9.vrp,64,848,13,1,6134.451295,8573,6.736239153,20,5712.330801,3,42.4
A-n64-k9.vrp,64,848,13,1,6198.134941,8444,7.101393618,22,6021.981788,2,38.54545455
A-n64-k9.vrp,64,848,13,1,6111.885629,8802,6.787135163,20,5755.490619,3,42.4
A-n64-k9.vrp,64,848,13,1,6181.806151,8500,6.918952028,21,5867.27132,3,40.38095238
A-n64-k9.vrp,64,848,13,1,5943.292045,8831,6.770713643,20,5741.565169,3,42.4
A-n64-k9.vrp,64,848,13,1,6204.36763,8248,6.862630911,21,5819.511013,3,40.38095238
A-n64-k9.vrp,64,848,13,1,6780.177187,8966,6.337831051,17,5374.480731,3,49.88235294
A-n64-k9.vrp,64,848,13,14,5592.601538,3893,3.430347146,9,2908.93438,7,94.22222222
A-n64-k9.vrp,64,848,13,14,4806.534915,4241,3.403967671,9,2886.564585,7,94.22222222
A-n65-k9.vrp,65,877,13,1,5133.726417,10272,7.515445828,24,6591.045991,2,36.54166667
A-n65-k9.vrp,65,877,13,1,5804.000386,7565,7.92254053,29,6948.068045,2,30.24137931
A-n65-k9.vrp,65,877,13,1,5613.064384,8125,7.276771417,25,6381.728533,2,35.08
A-n65-k9.vrp,65,877,13,1,5542.717828,8607,6.25529987,19,5485.897986,3,46.15789474
A-n65-k9.vrp,65,877,13,1,5743.036793,8297,6.21132874,19,5447.335305,3,46.15789474
A-n65-k9.vrp,65,877,13,1,5548.241093,8311,6.375535015,20,5591.344208,3,43.85
A-n65-k9.vrp,65,877,13,1,5818.336171,7629,6.443039147,21,5650.545332,3,41.76190476
A-n65-k9.vrp,65,877,13,1,6122.511661,7133,8.240517519,31,7226.933864,2,28.29032258
A-n65-k9.vrp,65,877,13,1,6176.031921,7249,6.59110118,22,5780.395735,2,39.86363636
A-n65-k9.vrp,65,877,13,1,6274.064968,7126,6.950131814,24,6095.265601,2,36.54166667
A-n65-k9.vrp,65,877,13,1,5769.004387,7658,6.256070141,20,5486.573513,3,43.85
A-n65-k9.vrp,65,877,13,1,6269.532669,7181,6.588067642,22,5777.735322,2,39.86363636
A-n65-k9.vrp,65,877,13,1,6289.747387,6916,6.530331179,22,5727.100444,2,39.86363636
A-n65-k9.vrp,65,877,13,1,6124.656061,7427,6.43783895,21,5645.984759,3,41.76190476
A-n65-k9.vrp,65,877,13,1,6093.353163,7429,6.434118951,21,5642.72232,3,41.76190476
A-n65-k9.vrp,65,877,13,1,5424.572853,10630,7.261887142,22,6368.675024,2,39.86363636
A-n65-k9.vrp,65,877,13,1,5703.34375,8550,6.26373001,19,5493.291219,3,46.15789474
A-n65-k9.vrp,65,877,13,1,5961.597881,8182,6.027259923,18,5285.906952,3,48.72222222
A-n65-k9.vrp,65,877,13,1,5976.798662,7388,6.783221714,23,5948.885443,2,38.13043478
A-n65-k9.vrp,65,877,13,1,6022.770815,7411,6.607598843,22,5794.864185,2,39.86363636
A-n65-k9.vrp,65,877,13,1,6097.148502,7188,6.753667474,23,5922.966375,2,38.13043478
A-n65-k9.vrp,65,877,13,1,6930.984125,6733,10.31416778,42,9045.525143,1,20.88095238
A-n65-k9.vrp,65,877,13,1,6857.641741,6864,9.773254371,39,8571.144084,1,22.48717949
A-n65-k9.vrp,65,877,13,1,5452.677272,8331,6.367346911,20,5584.163241,3,43.85
A-n65-k9.vrp,65,877,13,1,5734.497538,8249,7.134248816,24,6256.736212,2,36.54166667
A-n65-k9.vrp,65,877,13,1,5735.514114,8051,7.276231643,25,6381.255151,2,35.08
A-n65-k9.vrp,65,877,13,14,4507.053625,3992,3.38167078,10,2965.725274,6,87.7
A-n69-k9.vrp,69,845,12,1,5294.202661,10987,8.767836345,28,7408.821711,2,30.17857143
A-n69-k9.vrp,69,845,12,1,5911.021782,7630,6.311940294,19,5333.589548,3,44.47368421
A-n69-k9.vrp,69,845,12,1,5700.430978,7481,6.635680976,21,5607.150424,3,40.23809524
A-n69-k9.vrp,69,845,12,1,5787.755324,7910,6.36114482,19,5375.167373,3,44.47368421
A-n69-k9.vrp,69,845,12,1,6111.862713,6769,8.270873299,30,6988.887937,2,28.16666667
A-n69-k9.vrp,69,845,12,1,5600.027428,7409,7.769234567,27,6565.003209,2,31.2962963
A-n69-k9.vrp,69,845,12,1,6392.275235,6660,9.642480713,37,8147.896203,1,22.83783784
A-n69-k9.vrp,69,845,12,1,6194.922165,6691,7.875746619,28,6655.005893,2,30.17857143
A-n69-k9.vrp,69,845,12,1,6541.052478,6480,9.620477089,37,8129.30314,1,22.83783784
A-n69-k9.vrp,69,845,12,1,6592.684006,6443,9.618868673,37,8127.944029,1,22.83783784
A-n69-k9.vrp,69,845,12,1,5955.598183,6851,7.104147914,24,6003.004987,2,35.20833333
A-n69-k9.vrp,69,845,12,1,5669.524116,7389,7.580040617,26,6405.134322,2,32.5
A-n69-k9.vrp,69,845,12,1,5838.913912,6931,6.718760861,22,5677.352928,3,38.40909091
A-n69-k9.vrp,69,845,12,1,5699.150716,7343,7.379172348,25,6235.400634,2,33.8
A-n69-k9.vrp,69,845,12,1,6064.76073,6833,7.503168054,26,6340.177005,2,32.5
A-n69-k9.vrp,69,845,12,1,5812.232132,7159,7.351279479,25,6211.831159,2,33.8
A-n69-k9.vrp,69,845,12,1,5501.39421,7454,8.154394228,29,6890.463123,2,29.13793103
A-n69-k9.vrp,69,845,12,1,5445.459031,7777,7.64085054,26,6456.518707,2,32.5
A-n69-k9.vrp,69,845,12,1,5433.930191,7877,7.662922879,26,6475.169832,2,32.5
A-n69-k9.vrp,69,845,12,1,5364.763164,7974,7.288138805,24,6158.47729,2,35.20833333
A-n69-k9.vrp,69,845,12,1,5658.890253,7355,8.15276942,29,6889.09016,2,29.13793103
A-n69-k9.vrp,69,845,12,1,5475.868866,7880,6.89310847,22,5824.676657,3,38.40909091
A-n69-k9.vrp,69,845,12,1,5662.531411,7409,7.389723284,25,6244.316175,2,33.8
A-n69-k9.vrp,69,845,12,1,5526.377488,7447,7.185782445,24,6071.986166,2,35.20833333
A-n69-k9.vrp,69,845,12,1,5481.177003,7577,7.016210307,23,5928.697709,3,36.73913043
A-n69-k9.vrp,69,845,12,1,5500.920151,7533,7.202612613,24,6086.207658,2,35.20833333
A-n69-k9.vrp,69,845,12,1,5797.757799,7123,8.699334512,32,7350.937663,2,26.40625
A-n69-k9.vrp,69,845,12,1,5779.281836,7250,8.532752633,31,7210.175975,2,27.25806452
A-n69-k9.vrp,69,845,12,1,5520.229863,7878,6.704694549,21,5665.466894,3,40.23809524
A-n69-k9.vrp,69,845,12,1,5430.66838,8010,6.723536332,21,5681.388201,3,40.23809524
A-n69-k9.vrp,69,845,12,1,5422.939939,8421,7.207910027,23,6090.683973,3,36.73913043
A-n69-k9.vrp,69,845,12,1,5340.729075,8979,7.716763671,25,6520.665302,2,33.8
A-n69-k9.vrp,69,845,12,1,5316.578735,8793,7.863478949,26,6644.639712,2,32.5
