Problem,Deliveries,Demand,Avg.Bags.Del,Time Window,Sol. Distance, Sol. Time,Sol. CostDel,Routes,Sol. Cost,Sol. Avg. Dels Route,Sol. Loading Factor
B-n51-k7,51,684,13.0,6,4075.5798463537085,4620.0,4.205910587753485,9,2876.842842023384,5,76.0
B-n51-k7,51,684,13.0,6,4687.749330429832,4115.0,4.402729052134927,10,3011.4666716602906,5,68.4
B-n51-k7,51,684,13.0,6,4791.715007759621,4414.0,4.268173473549526,9,2919.430655907876,5,76.0
B-n51-k7,51,684,13.0,6,3936.3462780245536,4128.0,4.278000752235195,10,2926.152514528873,5,68.4
B-n51-k7,51,684,13.0,6,3878.5603120517058,4038.0,4.481566603084868,11,3065.3915565100497,4,62.18181818181818
B-n51-k7,51,684,13.0,6,3819.377753197493,4882.0,4.9579929782516174,12,3391.2671971241066,4,56.99999999999999
B-n51-k7,51,684,13.0,6,3842.56615391023,4820.0,4.464298596502188,10,3053.5802400074967,5,68.4
B-n51-k7,51,684,13.0,6,3867.685623675126,4694.0,4.671519324517529,11,3195.31921796999,4,62.18181818181818
0,1,2,3,4,5,6,7,8,9,
Grand front ,5,B-n51-k7.vrp,n,11,obj0Min,3689.8977144620912,obj0Max,4295.293077638351,obj1Min,4078.0,obj1Max,5677.0,obj2Min,4.074032448019195,obj2Max,5.0156668435111635
B-n51-k7,51,684,13.0,5,3829.749152312677,4463.0,4.59748633160904,11,3144.680650820583,4,62.18181818181818
B-n51-k7,51,684,13.0,5,4068.3044551505322,4308.0,4.592970206509667,11,3141.591621252612,4,62.18181818181818
B-n51-k7,51,684,13.0,5,3836.297954547123,4429.0,4.348898919125751,10,2974.6468606820135,5,68.4
B-n51-k7,51,684,13.0,5,3787.3172731763757,5098.0,5.0156668435111635,12,3430.716120961636,4,56.99999999999999
B-n51-k7,51,684,13.0,5,3717.754507935747,5365.0,4.602305961152752,10,3147.9772774284825,5,68.4
B-n51-k7,51,684,13.0,5,3794.7818694987955,5338.0,4.607586957209589,10,3151.589478731359,5,68.4
B-n51-k7,51,684,13.0,5,4033.338348636445,4319.0,4.350439454372024,10,2975.7005867904645,5,68.4
B-n51-k7,51,684,13.0,5,4078.95892688145,4167.0,4.074032448019195,9,2786.6381944451296,5,76.0
B-n51-k7,51,684,13.0,5,4295.293077638351,4078.0,4.5645457457363845,11,3122.149290083687,4,62.18181818181818
B-n51-k7,51,684,13.0,5,3689.8977144620912,5677.0,4.928535135368516,11,3371.1180325920645,4,62.18181818181818
B-n51-k7,51,684,13.0,5,3800.8075211486193,5334.0,4.607448070137996,10,3151.494479974389,5,68.4
0,1,2,3,4,5,6,7,8,9,
Grand front ,4,B-n51-k7.vrp,n,8,obj0Min,3900.9889388052316,obj0Max,5256.847067156573,obj1Min,4467.0,obj1Max,5242.0,obj2Min,4.556467016414064,obj2Max,5.234852930422006
B-n51-k7,51,684,13.0,4,4135.243070318115,4964.0,4.556467016414064,10,3116.62343922722,5,68.4
B-n51-k7,51,684,13.0,4,4857.909640331936,4659.0,4.830665830290697,11,3304.1754279188367,4,62.18181818181818
B-n51-k7,51,684,13.0,4,5256.847067156573,4467.0,4.602998694235847,10,3148.4511068573192,5,68.4
B-n51-k7,51,684,13.0,4,3900.9889388052316,5242.0,5.077215944210836,12,3472.815705840212,4,56.99999999999999
B-n51-k7,51,684,13.0,4,4226.398714073319,4762.0,4.992527265418975,12,3414.8886495465786,4,56.99999999999999
B-n51-k7,51,684,13.0,4,4098.723043178745,4803.0,4.742910228146072,11,3244.150596051913,4,62.18181818181818
B-n51-k7,51,684,13.0,4,4092.596289255142,4806.0,4.982505505618204,12,3408.0337658428516,4,56.99999999999999
B-n51-k7,51,684,13.0,4,4308.029097509849,4723.0,5.234852930422006,13,3580.6394044086524,3,52.61538461538462
0,1,2,3,4,5,6,7,8,9,
Grand front ,3,B-n51-k7.vrp,n,17,obj0Min,3861.725546428843,obj0Max,5584.466927107521,obj1Min,4510.0,obj1Max,6310.0,obj2Min,4.854168293497533,obj2Max,5.862312703117214
B-n51-k7,51,684,13.0,3,3861.725546428843,6310.0,5.862312703117214,14,4009.8218889321747,3,48.857142857142854
B-n51-k7,51,684,13.0,3,3966.942485678499,5661.0,5.211012091848515,12,3564.332270824384,4,56.99999999999999
B-n51-k7,51,684,13.0,3,3926.8701386945913,5668.0,5.206204395069104,12,3561.043806227267,4,56.99999999999999
B-n51-k7,51,684,13.0,3,4685.221445974437,5047.0,5.154343434472236,12,3525.570909179009,4,56.99999999999999
B-n51-k7,51,684,13.0,3,4005.2279696488094,5310.0,5.114929345685542,12,3498.6116724489107,4,56.99999999999999
B-n51-k7,51,684,13.0,3,3990.971728737157,5324.0,5.116584345412642,12,3499.7436922622474,4,56.99999999999999
B-n51-k7,51,684,13.0,3,4011.4619461094635,5469.0,4.922720829963169,11,3367.1410476948076,4,62.18181818181818
B-n51-k7,51,684,13.0,3,5584.466927107521,4510.0,5.151144196595877,12,3523.38263047158,4,56.99999999999999
B-n51-k7,51,684,13.0,3,5104.710365404383,5415.0,4.854168293497533,10,3320.251112752313,5,68.4
B-n51-k7,51,684,13.0,3,5544.260442704515,4740.0,5.451284315491854,13,3728.6784717964283,3,52.61538461538462
B-n51-k7,51,684,13.0,3,5386.0106926793105,4660.0,5.640589548309181,14,3858.1632510434792,3,48.857142857142854
B-n51-k7,51,684,13.0,3,5039.159035033329,4987.0,5.437107612717689,13,3718.9816070988995,3,52.61538461538462
B-n51-k7,51,684,13.0,3,4085.459327450811,5308.0,5.12806833525109,12,3507.5987413117455,4,56.99999999999999
B-n51-k7,51,684,13.0,3,4211.942777636093,5202.0,5.358475592081027,13,3665.197304983423,3,52.61538461538462
B-n51-k7,51,684,13.0,3,4699.370399996042,4951.0,5.608225638595814,14,3836.0263367995367,3,48.857142857142854
B-n51-k7,51,684,13.0,3,4707.875253926217,4800.0,5.565528369458139,14,3806.8214047093675,3,48.857142857142854
B-n51-k7,51,684,13.0,3,4668.584791477981,4993.0,5.855006462869771,15,4004.8244206029235,3,45.6
0,1,2,3,4,5,6,7,8,9,
Grand front ,2,B-n51-k7.vrp,n,21,obj0Min,4080.9802853284245,obj0Max,5587.507568722632,obj1Min,4329.0,obj1Max,6714.0,obj2Min,5.15423128913464,obj2Max,6.296184825299015
B-n51-k7,51,684,13.0,2,4427.992557651617,5798.0,6.288998726966724,16,4301.675129245239,3,42.75
B-n51-k7,51,684,13.0,2,4501.083667614813,5343.0,5.449161972384405,13,3727.226789110933,3,52.61538461538462
B-n51-k7,51,684,13.0,2,4225.356795046132,5863.0,5.554044948860231,13,3798.966745020398,3,52.61538461538462
B-n51-k7,51,684,13.0,2,4080.9802853284245,6714.0,6.017945458162903,14,4116.274693383426,3,48.857142857142854
B-n51-k7,51,684,13.0,2,4171.7913274710645,6455.0,5.717981849874437,13,3911.0995853141144,3,52.61538461538462
B-n51-k7,51,684,13.0,2,4180.999277852569,5854.0,5.783591981737939,14,3955.9769155087506,3,48.857142857142854
B-n51-k7,51,684,13.0,2,4510.103355117277,5111.0,5.3828685563577805,13,3681.8820925487216,3,52.61538461538462
B-n51-k7,51,684,13.0,2,4094.124707299735,6059.0,6.0684394601667675,15,4150.812590754069,3,45.6
B-n51-k7,51,684,13.0,2,5404.506413978795,5470.0,5.161297149759531,11,3530.327250435519,4,62.18181818181818
B-n51-k7,51,684,13.0,2,5587.507568722632,4329.0,5.338506411608988,13,3651.538385540548,3,52.61538461538462
B-n51-k7,51,684,13.0,2,5556.360698872592,4537.0,5.15423128913464,12,3525.4942017680937,4,56.99999999999999
B-n51-k7,51,684,13.0,2,5088.318883385083,5413.0,5.330311855783705,12,3645.9333093560545,4,56.99999999999999
B-n51-k7,51,684,13.0,2,4425.4563975436795,5939.0,5.370728652796215,12,3673.578398512611,4,56.99999999999999
B-n51-k7,51,684,13.0,2,4293.53435927968,6393.0,5.480911578999595,12,3748.943520035723,4,56.99999999999999
B-n51-k7,51,684,13.0,2,4189.911064165212,6467.0,5.484823968577968,12,3751.61959450733,4,56.99999999999999
B-n51-k7,51,684,13.0,2,4218.404155810825,6464.0,5.488820593903314,12,3754.3532862298666,4,56.99999999999999
B-n51-k7,51,684,13.0,2,4394.789918842098,5842.0,6.296184825299015,16,4306.590420504526,3,42.75
B-n51-k7,51,684,13.0,2,4156.013436780991,6480.0,5.962359023542947,14,4078.253572103376,3,48.857142857142854
B-n51-k7,51,684,13.0,2,4361.084772962779,6018.0,5.382817132217317,12,3681.846918436645,4,56.99999999999999
B-n51-k7,51,684,13.0,2,4517.188234491352,5877.0,5.368290969934924,12,3671.9110234354885,4,56.99999999999999
B-n51-k7,51,684,13.0,2,4219.917306128993,6149.0,5.636740240960661,13,3855.530324817092,3,52.61538461538462
0,1,2,3,4,5,6,7,8,9,
Grand front ,1,B-n51-k7.vrp,n,44,obj0Min,4267.079924102869,obj0Max,5517.897050735069,obj1Min,5293.0,obj1Max,7341.0,obj2Min,6.110617648782986,obj2Max,7.766365431192987
B-n51-k7,51,684,13.0,1,4384.136372363904,7112.0,7.145239701120727,18,4887.343955566577,2,38.0
B-n51-k7,51,684,13.0,1,4430.937118545684,6967.0,6.871081349224919,17,4699.819642869845,3,40.23529411764706
B-n51-k7,51,684,13.0,1,4402.159305545762,7032.0,7.364696840276104,19,5037.452638748855,2,36.0
B-n51-k7,51,684,13.0,1,4407.24029059775,7078.0,7.139250166666574,18,4883.247113999937,2,38.0
B-n51-k7,51,684,13.0,1,5094.329630764377,6549.0,6.3828019982447834,15,4365.836566799432,3,45.6
B-n51-k7,51,684,13.0,1,5448.524009008482,5778.0,6.457715364114024,16,4417.077309053992,3,42.75
B-n51-k7,51,684,13.0,1,4992.05855964282,6481.0,6.585191303330716,16,4504.27085147821,3,42.75
B-n51-k7,51,684,13.0,1,4535.979049287102,6486.0,7.2279379367932615,19,4943.909548766591,2,36.0
B-n51-k7,51,684,13.0,1,4498.005610406713,6711.0,7.047465871955533,18,4820.466656417585,2,38.0
B-n51-k7,51,684,13.0,1,5375.60824691149,5867.0,6.471266322936614,16,4426.346164888644,3,42.75
B-n51-k7,51,684,13.0,1,4395.773428670753,7087.0,6.900154226834033,17,4719.705491154478,3,40.23529411764706
B-n51-k7,51,684,13.0,1,4378.148096955263,7186.0,6.926086735882699,17,4737.443327343766,3,40.23529411764706
B-n51-k7,51,684,13.0,1,4764.636510833866,6631.0,6.110617648782986,14,4179.662471767562,3,48.857142857142854
B-n51-k7,51,684,13.0,1,4760.192798566296,6590.0,6.337635317883416,15,4334.942557432257,3,45.6
B-n51-k7,51,684,13.0,1,4628.265983974141,7071.0,6.695478245796746,16,4579.707120124975,3,42.75
B-n51-k7,51,684,13.0,1,4317.453408883296,7341.0,6.721260305320681,16,4597.342048839346,3,42.75
B-n51-k7,51,684,13.0,1,4639.429454510204,6920.0,6.653235740025869,16,4550.813246177694,3,42.75
B-n51-k7,51,684,13.0,1,4530.4670579215,6814.0,6.8433693651707825,17,4680.864645776815,3,40.23529411764706
B-n51-k7,51,684,13.0,1,4545.613138544517,6229.0,7.154439674283199,19,4893.636737209708,2,36.0
B-n51-k7,51,684,13.0,1,4491.153067969573,6215.0,7.380796650515263,20,5048.46490895244,2,34.2
B-n51-k7,51,684,13.0,1,4522.590703493293,6169.0,7.372723848404556,20,5042.943112308716,2,34.2
B-n51-k7,51,684,13.0,1,4281.822938444222,7114.0,7.128323514324524,18,4875.773283797975,2,38.0
B-n51-k7,51,684,13.0,1,4614.517372582414,6058.0,7.355992006713659,20,5031.4985325921425,2,34.2
B-n51-k7,51,684,13.0,1,4932.316888963254,5849.0,7.349241339194007,20,5026.881076008701,2,34.2
B-n51-k7,51,684,13.0,1,5113.9171717455565,5460.0,6.547263609786885,17,4478.32830909423,3,40.23529411764706
B-n51-k7,51,684,13.0,1,5517.897050735069,5293.0,7.766365431192987,22,5312.193954936003,2,31.09090909090909
B-n51-k7,51,684,13.0,1,5094.951793377207,5686.0,6.610101403253119,17,4521.3093598251335,3,40.23529411764706
B-n51-k7,51,684,13.0,1,5303.251603326987,5314.0,7.496024031563242,21,5127.280437589257,2,32.57142857142858
B-n51-k7,51,684,13.0,1,5021.697293306286,5716.0,6.606342958065549,17,4518.7385833168355,3,40.23529411764706
B-n51-k7,51,684,13.0,1,4569.436726281239,6665.0,6.806467978033487,17,4655.624096974905,3,40.23529411764706
B-n51-k7,51,684,13.0,1,4743.730222179284,6316.0,6.9740006374195564,18,4770.216435994977,2,38.0
B-n51-k7,51,684,13.0,1,5015.690035023777,5452.0,6.767888500142956,18,4629.2357340977815,2,38.0
B-n51-k7,51,684,13.0,1,5034.764802196846,5691.0,6.601268248328993,17,4515.267481857031,3,40.23529411764706
B-n51-k7,51,684,13.0,1,4528.594154682387,6708.0,7.2915870118389465,19,4987.44551609784,2,36.0
B-n51-k7,51,684,13.0,1,4695.69973513646,6564.0,7.038299516097903,18,4814.196869010966,2,38.0
B-n51-k7,51,684,13.0,1,5176.702187777697,5358.0,6.767944672470747,18,4629.274155969991,2,38.0
B-n51-k7,51,684,13.0,1,4366.840482348154,7099.0,7.378246105898734,19,5046.720336434734,2,36.0
B-n51-k7,51,684,13.0,1,4845.194836712708,6565.0,6.584631280548812,16,4503.887795895387,3,42.75
B-n51-k7,51,684,13.0,1,4267.079924102869,7134.0,7.131649636140404,18,4878.048351120036,2,38.0
B-n51-k7,51,684,13.0,1,4409.453333439818,7037.0,7.127640409374941,18,4875.30604001246,2,38.0
B-n51-k7,51,684,13.0,1,5302.4372608102685,5890.0,6.22570929753626,15,4258.385159514802,3,45.6
B-n51-k7,51,684,13.0,1,5017.774202600801,6143.0,6.490759622374699,16,4439.679581704294,3,42.75
B-n51-k7,51,684,13.0,1,4918.133768990589,5868.0,6.872838671011549,18,4701.021650971899,2,38.0
B-n51-k7,51,684,13.0,1,4998.486594762998,6163.0,6.7330744613848985,17,4605.422931587271,3,40.23529411764706
Front Sizes,B-n51-k7,44.0,21.0,17.0,8.0,11.0,8.0,15.0,6.0,4.0,4.0,5.0,4.0,2.0,3.0,
0,1,2,3,4,5,6,7,8,9,
Grand front ,14,B-n52-k7.vrp,n,3,obj0Min,2984.460737319222,obj0Max,3880.883437313985,obj1Min,2340.0,obj1Max,2681.0,obj2Min,3.351494397790821,obj2Max,3.6260427496144367
B-n52-k7,52,606,11.0,14,3880.883437313985,2340.0,3.4159461421876833,7,2070.063362165736,7,86.57142857142858
B-n52-k7,52,606,11.0,14,2984.663291121686,2669.0,3.351494397790821,7,2031.0056050612375,7,86.57142857142858
B-n52-k7,52,606,11.0,14,2984.460737319222,2681.0,3.6260427496144367,8,2197.381906266349,6,75.75
0,1,2,3,4,5,6,7,8,9,
Grand front ,13,B-n52-k7.vrp,n,2,obj0Min,2705.6173682142753,obj0Max,4007.4529330206346,obj1Min,2397.0,obj1Max,2475.0,obj2Min,3.233592792212987,obj2Max,3.4591947081904526
B-n52-k7,52,606,11.0,13,2705.6173682142753,2475.0,3.233592792212987,7,1959.5572320810702,7,86.57142857142858
B-n52-k7,52,606,11.0,13,4007.4529330206346,2397.0,3.4591947081904526,7,2096.271993163414,7,86.57142857142858
0,1,2,3,4,5,6,7,8,9,
Grand front ,12,B-n52-k7.vrp,n,1,obj0Min,2430.575670403721,obj0Max,2430.575670403721,obj1Min,2397.0,obj1Max,2397.0,obj2Min,3.1547481079822366,obj2Max,3.1547481079822366
B-n52-k7,52,606,11.0,12,2430.575670403721,2397.0,3.1547481079822366,7,1911.7773534372354,7,86.57142857142858
0,1,2,3,4,5,6,7,8,9,
Grand front ,11,B-n52-k7.vrp,n,8,obj0Min,2985.9668473815855,obj0Max,3234.889850922501,obj1Min,2831.0,obj1Max,3085.0,obj2Min,3.448343788693176,obj2Max,3.683328099461915
B-n52-k7,52,606,11.0,11,3111.9003688866514,2975.0,3.4770500712206904,7,2107.0923431597384,7,86.57142857142858
B-n52-k7,52,606,11.0,11,3079.5978452493196,2979.0,3.47213357738312,7,2104.1129478941707,7,86.57142857142858
B-n52-k7,52,606,11.0,11,3173.00635161038,2873.0,3.455184394617846,7,2093.8417431384146,7,86.57142857142858
B-n52-k7,52,606,11.0,11,3125.6097089578184,2880.0,3.448343788693176,7,2089.6963359480646,7,86.57142857142858
B-n52-k7,52,606,11.0,11,3234.889850922501,2831.0,3.453270812801869,7,2092.6821125579327,7,86.57142857142858
B-n52-k7,52,606,11.0,11,2985.9668473815855,3085.0,3.4890398038674024,7,2114.358121143646,7,86.57142857142858
B-n52-k7,52,606,11.0,11,3125.3589914413,2948.0,3.470737627060449,7,2103.267001998632,7,86.57142857142858
B-n52-k7,52,606,11.0,11,2987.1523784095752,2853.0,3.683328099461915,8,2232.0968282739204,6,75.75
0,1,2,3,4,5,6,7,8,9,
Grand front ,10,B-n52-k7.vrp,n,1,obj0Min,2714.1828657418546,obj0Max,2714.1828657418546,obj1Min,2651.0,obj1Max,2651.0,obj2Min,3.2933323354650117,obj2Max,3.2933323354650117
B-n52-k7,52,606,11.0,10,2714.1828657418546,2651.0,3.2933323354650117,7,1995.759395291797,7,86.57142857142858
0,1,2,3,4,5,6,7,8,9,
Grand front ,9,B-n52-k7.vrp,n,5,obj0Min,2980.399495965291,obj0Max,3084.291412784483,obj1Min,2756.0,obj1Max,3014.0,obj2Min,3.3994424014781917,obj2Max,4.006853258022755
B-n52-k7,52,606,11.0,9,3035.8558331045247,2977.0,4.004282396820511,9,2426.5951324732296,5,67.33333333333333
B-n52-k7,52,606,11.0,9,3014.9835415537577,2997.0,4.006853258022755,9,2428.1530743617895,5,67.33333333333333
B-n52-k7,52,606,11.0,9,3084.291412784483,2756.0,3.3994424014781917,7,2060.0620952957843,7,86.57142857142858
B-n52-k7,52,606,11.0,9,2983.3982503451653,2998.0,3.4598310153306673,7,2096.6575952903845,7,86.57142857142858
B-n52-k7,52,606,11.0,9,2980.399495965291,3014.0,3.735159638659966,8,2263.5067410279394,6,75.75
0,1,2,3,4,5,6,7,8,9,
Grand front ,8,B-n52-k7.vrp,n,12,obj0Min,2704.068210087027,obj0Max,3533.4429339669014,obj1Min,3068.0,obj1Max,3380.0,obj2Min,3.6077507995161806,obj2Max,4.028368287918918
B-n52-k7,52,606,11.0,8,3012.022935613677,3094.0,3.7676677944996704,8,2283.2066834668003,6,75.75
B-n52-k7,52,606,11.0,8,2935.45811518979,3170.0,3.7779679859359825,8,2289.4485994772053,6,75.75
B-n52-k7,52,606,11.0,8,3004.204836835035,3161.0,3.7882705708080846,8,2295.6919659096993,6,75.75
B-n52-k7,52,606,11.0,8,3347.722701095453,3345.0,3.644692336680145,7,2208.683556028168,7,86.57142857142858
B-n52-k7,52,606,11.0,8,3096.5554231350916,3380.0,3.6077507995161806,7,2186.2969845068055,7,86.57142857142858
B-n52-k7,52,606,11.0,8,2837.7638000460365,3213.0,3.773297631362024,8,2286.6183646053864,6,75.75
B-n52-k7,52,606,11.0,8,2704.068210087027,3343.0,3.7903894068979906,8,2296.9759805801823,6,75.75
B-n52-k7,52,606,11.0,8,2708.723534961112,3239.0,4.0275918376080035,9,2440.72065359045,5,67.33333333333333
B-n52-k7,52,606,11.0,8,2793.3456791612816,3068.0,3.987494132775363,9,2416.42144446187,5,67.33333333333333
B-n52-k7,52,606,11.0,8,2716.163952810807,3237.0,4.028368287918918,9,2441.1911824788644,5,67.33333333333333
B-n52-k7,52,606,11.0,8,2865.4356886325436,3174.0,3.7657689365841716,8,2282.055975570008,6,75.75
B-n52-k7,52,606,11.0,8,3533.4429339669014,3306.0,3.66767792619493,7,2222.6128232741275,7,86.57142857142858
0,1,2,3,4,5,6,7,8,9,
Grand front ,7,B-n52-k7.vrp,n,10,obj0Min,2754.4829412086433,obj0Max,3161.272380985269,obj1Min,2824.0,obj1Max,3868.0,obj2Min,3.5096846016093677,obj2Max,4.785271458946223
B-n52-k7,52,606,11.0,7,2833.758732457879,3549.0,3.8834154648474786,8,2353.349771697572,6,75.75
B-n52-k7,52,606,11.0,7,2969.3784415858368,2824.0,3.670325540702216,8,2224.217277665543,6,75.75
B-n52-k7,52,606,11.0,7,3020.6245959617895,3170.0,3.5237839566460885,7,2135.4130777275295,7,86.57142857142858
B-n52-k7,52,606,11.0,7,2819.593832829787,3572.0,3.8882714165694474,8,2356.292478441085,6,75.75
B-n52-k7,52,606,11.0,7,2911.7029677841083,3460.0,4.139718229753697,9,2508.6692472307404,5,67.33333333333333
B-n52-k7,52,606,11.0,7,2754.4829412086433,3868.0,4.785271458946223,11,2899.874504121411,4,55.09090909090909
B-n52-k7,52,606,11.0,7,2864.5482544243764,3381.0,4.375168557372364,10,2651.3521457676525,5,60.6
B-n52-k7,52,606,11.0,7,2788.419513580148,3509.0,4.4027146585625045,10,2668.0450830888776,5,60.6
B-n52-k7,52,606,11.0,7,3161.272380985269,3045.0,3.5096846016093677,7,2126.868868575277,7,86.57142857142858
B-n52-k7,52,606,11.0,7,2911.94814029755,3400.0,3.849336522136656,8,2332.6979324148133,6,75.75
0,1,2,3,4,5,6,7,8,9,
Grand front ,6,B-n52-k7.vrp,n,10,obj0Min,3115.3796532793867,obj0Max,3837.613638681161,obj1Min,3622.0,obj1Max,4202.0,obj2Min,4.101321445091908,obj2Max,4.797523794445031
B-n52-k7,52,606,11.0,6,3624.825338717626,3774.0,4.381030634702908,9,2654.9045646299624,5,67.33333333333333
B-n52-k7,52,606,11.0,6,3270.063022790627,3933.0,4.3650121677665075,9,2645.1973736665036,5,67.33333333333333
B-n52-k7,52,606,11.0,6,3494.9912165489136,3882.0,4.3916072150762755,9,2661.313972336223,5,67.33333333333333
B-n52-k7,52,606,11.0,6,3646.5069063168876,3730.0,4.3706952277872535,9,2648.6413080390757,5,67.33333333333333
B-n52-k7,52,606,11.0,6,3837.613638681161,3622.0,4.101321445091908,8,2485.400795725696,6,75.75
B-n52-k7,52,606,11.0,6,3830.121337278789,4202.0,4.291294053567027,8,2600.5241964616184,6,75.75
B-n52-k7,52,606,11.0,6,3559.544261852101,3819.0,4.383278347585307,9,2656.266678636696,5,67.33333333333333
B-n52-k7,52,606,11.0,6,3146.786959466982,3833.0,4.578835106035704,10,2774.774074257637,5,60.6
B-n52-k7,52,606,11.0,6,3579.4738294532153,3688.0,4.61451887466341,10,2796.398438046026,5,60.6
B-n52-k7,52,606,11.0,6,3115.3796532793867,3694.0,4.797523794445031,11,2907.2994194336884,4,55.09090909090909
0,1,2,3,4,5,6,7,8,9,
Grand front ,5,B-n52-k7.vrp,n,4,obj0Min,3153.8966538821905,obj0Max,3217.264542836743,obj1Min,4064.0,obj1Max,4378.0,obj2Min,4.6641996283028835,obj2Max,5.030702819313888
B-n52-k7,52,606,11.0,5,3165.50731470191,4201.0,4.9745286399672,11,3014.5643558201236,4,55.09090909090909
B-n52-k7,52,606,11.0,5,3153.8966538821905,4378.0,5.030702819313888,11,3048.605908504216,4,55.09090909090909
B-n52-k7,52,606,11.0,5,3185.5126047140784,4069.0,4.6641996283028835,10,2826.5049747515473,5,60.6
B-n52-k7,52,606,11.0,5,3217.264542836743,4064.0,4.6686797879734305,10,2829.219951511899,5,60.6
0,1,2,3,4,5,6,7,8,9,
Grand front ,4,B-n52-k7.vrp,n,8,obj0Min,3268.4180690227363,obj0Max,3722.2744983099797,obj1Min,3943.0,obj1Max,4638.0,obj2Min,4.48763385528427,obj2Max,5.679876095834422
B-n52-k7,52,606,11.0,4,3722.2744983099797,4040.0,4.48763385528427,9,2719.5061163022674,5,67.33333333333333
B-n52-k7,52,606,11.0,4,3650.018181365674,4297.0,4.829128922804924,10,2926.452127219784,5,60.6
B-n52-k7,52,606,11.0,4,3431.4489466067434,4011.0,4.963167535896021,11,3007.6795267529887,4,55.09090909090909
B-n52-k7,52,606,11.0,4,3426.11128353758,4114.0,4.996130396326563,11,3027.655020173897,4,55.09090909090909
B-n52-k7,52,606,11.0,4,3277.9346853169204,4594.0,5.396564947495182,12,3270.31835818208,4,50.5
B-n52-k7,52,606,11.0,4,3307.4904157127608,4204.0,5.002931317885137,11,3031.776378638393,4,55.09090909090909
B-n52-k7,52,606,11.0,4,3659.0966614006156,3943.0,4.984677078191208,11,3020.7143093838718,4,55.09090909090909
B-n52-k7,52,606,11.0,4,3268.4180690227363,4638.0,5.679876095834422,13,3442.00491407566,4,46.61538461538461
0,1,2,3,4,5,6,7,8,9,
Grand front ,3,B-n52-k7.vrp,n,11,obj0Min,3191.634721561015,obj0Max,3728.3639917096793,obj1Min,4000.0,obj1Max,5656.0,obj2Min,4.864057074306984,obj2Max,6.208855234319996
B-n52-k7,52,606,11.0,3,3728.3639917096793,4357.0,4.864057074306984,10,2947.618587030033,5,60.6
B-n52-k7,52,606,11.0,3,3310.6540851251557,4691.0,5.705522323365747,13,3457.546527959643,4,46.61538461538461
B-n52-k7,52,606,11.0,3,3648.766686766298,4375.0,5.125256934573692,11,3105.905702351657,4,55.09090909090909
B-n52-k7,52,606,11.0,3,3315.1879825579654,4588.0,5.13115015504832,11,3109.476993959282,4,55.09090909090909
B-n52-k7,52,606,11.0,3,3469.4648861069973,4581.0,5.158626058868842,11,3126.1273916745185,4,55.09090909090909
B-n52-k7,52,606,11.0,3,3337.196869926012,4305.0,5.312627118451061,12,3219.4520337813433,4,50.5
B-n52-k7,52,606,11.0,3,3412.1467471565816,4199.0,5.292114140952674,12,3207.0211694173204,4,50.5
B-n52-k7,52,606,11.0,3,3570.7046837269254,4000.0,5.527677306924176,13,3349.7724479960502,4,46.61538461538461
B-n52-k7,52,606,11.0,3,3251.1585205541,5574.0,5.444200572450214,11,3299.1855469048296,4,55.09090909090909
B-n52-k7,52,606,11.0,3,3191.634721561015,5656.0,5.7303981228096355,12,3472.621262422639,4,50.5
B-n52-k7,52,606,11.0,3,3261.2501880163895,5425.0,6.208855234319996,14,3762.5662719979177,3,43.28571428571429
0,1,2,3,4,5,6,7,8,9,
Grand front ,2,B-n52-k7.vrp,n,30,obj0Min,3201.2532228670934,obj0Max,4089.0168618343905,obj1Min,4240.0,obj1Max,6335.0,obj2Min,5.388110829602211,obj2Max,8.757585010103508
B-n52-k7,52,606,11.0,2,3890.199377516285,4844.0,6.950418031632682,17,4211.953327169405,3,35.647058823529406
B-n52-k7,52,606,11.0,2,4067.0952213808605,4692.0,6.393152047692345,15,3874.250140901561,3,40.400000000000006
B-n52-k7,52,606,11.0,2,3993.666540508079,4596.0,6.617919117556841,16,4010.4589852394456,3,37.875
B-n52-k7,52,606,11.0,2,3909.5142703371475,4858.0,6.41751348123671,15,3889.013169629446,3,40.400000000000006
B-n52-k7,52,606,11.0,2,3899.60062781213,4792.0,6.6644443456336955,16,4038.653273454019,3,37.875
B-n52-k7,52,606,11.0,2,4035.8730845729706,4240.0,6.508576156592471,16,3944.1971508950373,3,37.875
B-n52-k7,52,606,11.0,2,4089.0168618343905,4580.0,6.360420747251855,15,3854.4149728346238,3,40.400000000000006
B-n52-k7,52,606,11.0,2,3797.40789664404,5093.0,6.202799874434575,14,3758.8967239073527,3,43.28571428571429
B-n52-k7,52,606,11.0,2,3382.2980659442155,5667.0,5.50021266289682,11,3333.128873715473,4,55.09090909090909
B-n52-k7,52,606,11.0,2,3305.585072322326,5686.0,6.032926490860912,13,3655.9534534617123,4,46.61538461538461
B-n52-k7,52,606,11.0,2,3356.5837708901963,5427.0,5.686667163686721,12,3446.120301194153,4,50.5
B-n52-k7,52,606,11.0,2,3241.5736273315442,6335.0,6.505386327389093,14,3942.2641143977908,3,43.28571428571429
B-n52-k7,52,606,11.0,2,3531.7946163392894,4891.0,6.355478498534153,15,3851.419970111697,3,40.400000000000006
B-n52-k7,52,606,11.0,2,3326.732307227328,5636.0,5.749880659976234,12,3484.4276799455974,4,50.5
