Problem,Deliveries,Demand,Avg.Bags.Del,Time Window,Sol. Distance, Sol. Time,Sol. CostDel,Routes,Sol. Cost,Sol. Avg. Dels Route,Sol. Loading Factor
A-n45-k7,45,634,14.0,2,4162.306577929116,4236.0,5.208501371636761,12,3302.189869617707,3,52.83333333333333
A-n45-k7,45,634,14.0,2,4059.819562742585,4449.0,5.256780581767954,12,3332.7988888408827,3,52.83333333333333
0,1,2,3,4,5,6,7,8,9,
Grand front ,1,A-n45-k7.vrp,n,3,obj0Min,3851.377099167943,obj0Max,4163.577920323483,obj1Min,4546.0,obj1Max,5790.0,obj2Min,5.542287718862138,obj2Max,6.1586926192470814
A-n45-k7,45,634,14.0,1,4163.577920323483,4546.0,5.823877944286825,14,3692.3386166778473,3,45.285714285714285
A-n45-k7,45,634,14.0,1,3851.377099167943,5790.0,6.1586926192470814,14,3904.6111206026494,3,45.285714285714285
A-n45-k7,45,634,14.0,1,3866.75567315039,4647.0,5.542287718862138,13,3513.8104137585956,3,48.769230769230774
Front Sizes,A-n45-k7,3.0,14.0,19.0,19.0,6.0,3.0,7.0,6.0,3.0,1.0,1.0,7.0,2.0,1.0,
0,1,2,3,4,5,6,7,8,9,
Grand front ,14,A-n46-k7.vrp,n,2,obj0Min,3057.164727981704,obj0Max,3138.5220156069813,obj1Min,2745.0,obj1Max,2794.0,obj2Min,3.4232289814693484,obj2Max,3.9676422440694186
A-n46-k7,46,603,13.0,14,3138.5220156069813,2745.0,3.4232289814693484,7,2064.207075826017,6,86.14285714285714
A-n46-k7,46,603,13.0,14,3057.164727981704,2794.0,3.9676422440694186,9,2392.4882731738594,5,67.0
0,1,2,3,4,5,6,7,8,9,
Grand front ,13,A-n46-k7.vrp,n,1,obj0Min,3118.9867696494844,obj0Max,3118.9867696494844,obj1Min,2758.0,obj1Max,2758.0,obj2Min,3.4237503350729517,obj2Max,3.4237503350729517
A-n46-k7,46,603,13.0,13,3118.9867696494844,2758.0,3.4237503350729517,7,2064.52145204899,6,86.14285714285714
0,1,2,3,4,5,6,7,8,9,
Grand front ,12,A-n46-k7.vrp,n,2,obj0Min,3173.612788230293,obj0Max,4250.670206092072,obj1Min,2623.0,obj1Max,2792.0,obj2Min,3.4456263618954304,obj2Max,3.8705280499382626
A-n46-k7,46,603,13.0,12,3173.612788230293,2792.0,3.4456263618954304,7,2077.7126962229445,6,86.14285714285714
A-n46-k7,46,603,13.0,12,4250.670206092072,2623.0,3.8705280499382626,8,2333.9284141127723,5,75.375
0,1,2,3,4,5,6,7,8,9,
Grand front ,11,A-n46-k7.vrp,n,1,obj0Min,3036.8055205763276,obj0Max,3036.8055205763276,obj1Min,2750.0,obj1Max,2750.0,obj2Min,3.40515131991282,obj2Max,3.40515131991282
A-n46-k7,46,603,13.0,11,3036.8055205763276,2750.0,3.40515131991282,7,2053.3062459074304,6,86.14285714285714
0,1,2,3,4,5,6,7,8,9,
Grand front ,10,A-n46-k7.vrp,n,2,obj0Min,3158.05236116719,obj0Max,3183.6254803087268,obj1Min,2883.0,obj1Max,2884.0,obj2Min,3.4731212707405663,obj2Max,3.477751544272174
A-n46-k7,46,603,13.0,10,3158.05236116719,2884.0,3.4731212707405663,7,2094.2921262565615,6,86.14285714285714
A-n46-k7,46,603,13.0,10,3183.6254803087268,2883.0,3.477751544272174,7,2097.084181196121,6,86.14285714285714
0,1,2,3,4,5,6,7,8,9,
Grand front ,9,A-n46-k7.vrp,n,4,obj0Min,3075.9630414563753,obj0Max,3354.5415937368084,obj1Min,2988.0,obj1Max,3507.0,obj2Min,3.531695443815513,obj2Max,4.20777392346666
A-n46-k7,46,603,13.0,9,3075.9630414563753,3507.0,4.20777392346666,9,2537.287675850396,5,67.0
A-n46-k7,46,603,13.0,9,3218.908996758584,3025.0,3.531695443815513,7,2129.6123526207543,6,86.14285714285714
A-n46-k7,46,603,13.0,9,3354.5415937368084,2988.0,3.545740242897523,7,2138.0813664672064,6,86.14285714285714
A-n46-k7,46,603,13.0,9,3120.738552788859,3231.0,3.580972488683742,7,2159.3264106762963,6,86.14285714285714
0,1,2,3,4,5,6,7,8,9,
Grand front ,8,A-n46-k7.vrp,n,2,obj0Min,2854.904171853079,obj0Max,3176.0103349623155,obj1Min,2973.0,obj1Max,3188.0,obj2Min,3.5774348411120913,obj2Max,3.7157940101273796
A-n46-k7,46,603,13.0,8,3176.0103349623155,3188.0,3.5774348411120913,7,2157.193209190591,6,86.14285714285714
A-n46-k7,46,603,13.0,8,2854.904171853079,2973.0,3.7157940101273796,8,2240.62378810681,5,75.375
0,1,2,3,4,5,6,7,8,9,
Grand front ,7,A-n46-k7.vrp,n,7,obj0Min,3247.0104687570583,obj0Max,3459.8633638813044,obj1Min,3098.0,obj1Max,3644.0,obj2Min,3.6169220788957097,obj2Max,4.15828700546721
A-n46-k7,46,603,13.0,7,3459.8633638813044,3141.0,3.6169220788957097,7,2181.004013574113,6,86.14285714285714
A-n46-k7,46,603,13.0,7,3445.7970666052515,3098.0,3.8719042401207533,8,2334.7582567928143,5,75.375
A-n46-k7,46,603,13.0,7,3416.3337836800065,3222.0,3.6353417125879948,7,2192.111052690561,6,86.14285714285714
A-n46-k7,46,603,13.0,7,3255.103113647245,3253.0,4.15828700546721,9,2507.4470642967276,5,67.0
A-n46-k7,46,603,13.0,7,3254.428690237406,3335.0,3.9133800277906743,8,2359.7681567577765,5,75.375
A-n46-k7,46,603,13.0,7,3401.6806251115268,3270.0,3.9203924264312584,8,2363.9966331380488,5,75.375
A-n46-k7,46,603,13.0,7,3247.0104687570583,3644.0,4.014428233573095,8,2420.700224844576,5,75.375
0,1,2,3,4,5,6,7,8,9,
Grand front ,6,A-n46-k7.vrp,n,3,obj0Min,3132.138696630729,obj0Max,3301.263157209875,obj1Min,3137.0,obj1Max,3195.0,obj2Min,3.584822204632762,obj2Max,4.112836465236384
A-n46-k7,46,603,13.0,6,3132.138696630729,3195.0,3.84321762438772,8,2317.460227505795,5,75.375
A-n46-k7,46,603,13.0,6,3301.263157209875,3137.0,3.584822204632762,7,2161.6477893935553,6,86.14285714285714
A-n46-k7,46,603,13.0,6,3207.182808013162,3144.0,4.112836465236384,9,2480.04038853754,5,67.0
0,1,2,3,4,5,6,7,8,9,
Grand front ,5,A-n46-k7.vrp,n,9,obj0Min,3279.18068545151,obj0Max,3703.236542065824,obj1Min,3394.0,obj1Max,4046.0,obj2Min,4.037850319829925,obj2Max,5.412719522432655
A-n46-k7,46,603,13.0,5,3500.4122758500935,4043.0,4.467907522843219,9,2694.148236274461,5,67.0
A-n46-k7,46,603,13.0,5,3279.18068545151,4046.0,4.4259770152534434,9,2668.8641401978266,5,67.0
A-n46-k7,46,603,13.0,5,3522.721751901013,3710.0,4.361788465957576,9,2630.1584449724187,5,67.0
A-n46-k7,46,603,13.0,5,3430.0719864632547,3558.0,4.565370518103152,10,2752.918422416201,4,60.3
A-n46-k7,46,603,13.0,5,3391.3368476892765,3615.0,4.576760217545017,10,2759.7864111796453,4,60.3
A-n46-k7,46,603,13.0,5,3285.8817557909692,3842.0,4.631588997392278,10,2792.848165427544,4,60.3
A-n46-k7,46,603,13.0,5,3663.8450600588967,3516.0,5.412719522432655,13,3263.8698720268912,3,46.38461538461539
A-n46-k7,46,603,13.0,5,3703.236542065824,3394.0,4.29200443685191,9,2588.0786754217015,5,67.0
A-n46-k7,46,603,13.0,5,3680.544810747391,3461.0,4.037850319829925,8,2434.823742857445,5,75.375
0,1,2,3,4,5,6,7,8,9,
Grand front ,4,A-n46-k7.vrp,n,13,obj0Min,3277.957204597596,obj0Max,3681.086233779519,obj1Min,3066.0,obj1Max,4516.0,obj2Min,4.2084363007499235,obj2Max,5.386926617461093
A-n46-k7,46,603,13.0,4,3277.957204597596,4516.0,5.125573785966698,11,3090.7209929379187,4,54.81818181818182
A-n46-k7,46,603,13.0,4,3309.1070447739658,4147.0,4.73725625910208,10,2856.565524238554,4,60.3
A-n46-k7,46,603,13.0,4,3554.4226331999353,3791.0,4.394805054866323,9,2650.0674480843927,5,67.0
A-n46-k7,46,603,13.0,4,3450.062602501888,3662.0,4.6037434900376795,10,2776.057324492721,4,60.3
A-n46-k7,46,603,13.0,4,3567.8768259502062,3200.0,4.74534260138669,11,2861.441588636174,4,54.81818181818182
A-n46-k7,46,603,13.0,4,3323.096745869725,3756.0,4.882259235931604,11,2944.0023192667577,4,54.81818181818182
A-n46-k7,46,603,13.0,4,3567.507441094645,3341.0,4.52006363284921,10,2725.5983706080733,4,60.3
A-n46-k7,46,603,13.0,4,3410.4624995129293,3686.0,4.604020086970171,10,2776.224112443013,4,60.3
A-n46-k7,46,603,13.0,4,3494.8361657877404,3549.0,4.846925093527639,11,2922.695831397166,4,54.81818181818182
A-n46-k7,46,603,13.0,4,3606.8418105069604,3268.0,4.503483402702014,10,2715.6004918293143,4,60.3
A-n46-k7,46,603,13.0,4,3399.2884643507605,3593.0,5.386926617461093,13,3248.3167503290388,3,46.38461538461539
A-n46-k7,46,603,13.0,4,3681.086233779519,3155.0,4.2084363007499235,9,2537.6870893522037,5,67.0
A-n46-k7,46,603,13.0,4,3661.8048413307356,3066.0,4.447149529744107,10,2681.6311664356963,4,60.3
0,1,2,3,4,5,6,7,8,9,
Grand front ,3,A-n46-k7.vrp,n,19,obj0Min,3286.7798815781152,obj0Max,3962.048910794098,obj1Min,3624.0,obj1Max,4781.0,obj2Min,4.471888551481485,obj2Max,5.608877688465405
A-n46-k7,46,603,13.0,3,3466.5428473356656,4727.0,5.232148446332127,11,3154.985513138273,4,54.81818181818182
A-n46-k7,46,603,13.0,3,3773.4083402582223,3716.0,4.684392663035178,10,2824.688775810212,4,60.3
A-n46-k7,46,603,13.0,3,3962.048910794098,3643.0,4.6967822928074785,10,2832.1597225629093,4,60.3
A-n46-k7,46,603,13.0,3,3927.5675641487405,3624.0,4.955763524055395,11,2988.325405005403,4,54.81818181818182
A-n46-k7,46,603,13.0,3,3658.22344345799,4081.0,4.511131248564817,9,2720.212142884585,5,67.0
A-n46-k7,46,603,13.0,3,3693.9473216387246,3848.0,4.984729413982969,11,3005.791836631731,4,54.81818181818182
A-n46-k7,46,603,13.0,3,3804.6905687464614,3877.0,4.471888551481485,9,2696.548796543336,5,67.0
A-n46-k7,46,603,13.0,3,3911.4407608420793,3867.0,4.4892845257355285,9,2707.0385690185235,5,67.0
A-n46-k7,46,603,13.0,3,3765.1492802189046,3829.0,4.720269429163536,10,2846.322465785612,4,60.3
A-n46-k7,46,603,13.0,3,3558.0878811982957,4291.0,5.377274099668658,12,3242.496282100201,3,50.24999999999999
A-n46-k7,46,603,13.0,3,3345.6135344480144,4612.0,5.4425153955728325,12,3281.836783530418,3,50.24999999999999
A-n46-k7,46,603,13.0,3,3286.7798815781152,4328.0,5.608877688465405,13,3382.1532461446395,3,46.38461538461539
A-n46-k7,46,603,13.0,3,3333.520361494886,4776.0,5.494563652230351,12,3313.2218822949017,3,50.24999999999999
A-n46-k7,46,603,13.0,3,3379.281593719611,4609.0,5.448052979212594,12,3285.1759464651946,3,50.24999999999999
A-n46-k7,46,603,13.0,3,3621.006590082862,4307.0,5.122815540696012,11,3089.057771039695,4,54.81818181818182
A-n46-k7,46,603,13.0,3,3434.7389081493957,4772.0,5.240902905893001,11,3160.2644522534792,4,54.81818181818182
A-n46-k7,46,603,13.0,3,3408.5528060131364,4781.0,5.238807095030741,11,3159.000678303537,4,54.81818181818182
A-n46-k7,46,603,13.0,3,3618.517628316449,4507.0,5.188667599524088,11,3128.766562513025,4,54.81818181818182
A-n46-k7,46,603,13.0,3,3631.449451390423,4313.0,4.8548583512648085,10,2927.4795858126795,4,60.3
0,1,2,3,4,5,6,7,8,9,
Grand front ,2,A-n46-k7.vrp,n,10,obj0Min,3358.563759381886,obj0Max,3949.9941102273992,obj1Min,3925.0,obj1Max,4713.0,obj2Min,4.862934180591386,obj2Max,5.750500762599803
A-n46-k7,46,603,13.0,2,3686.849884783316,4450.0,4.911047158407377,10,2961.361436519648,4,60.3
A-n46-k7,46,603,13.0,2,3949.9941102273992,4151.0,4.862934180591386,10,2932.349310896606,4,60.3
A-n46-k7,46,603,13.0,2,3655.5256995695618,4025.0,5.035980940049153,11,3036.696506849639,4,54.81818181818182
A-n46-k7,46,603,13.0,2,3550.350501925679,3925.0,5.254379782297354,12,3168.3910087253043,3,50.24999999999999
A-n46-k7,46,603,13.0,2,3399.517560353662,4642.0,5.734898100433464,13,3458.1435545613786,3,46.38461538461539
A-n46-k7,46,603,13.0,2,3399.9127726686042,4628.0,5.458357867997059,12,3291.3897944022265,3,50.24999999999999
A-n46-k7,46,603,13.0,2,3421.7455843086786,4156.0,5.034070038746461,11,3035.544233364116,4,54.81818181818182
A-n46-k7,46,603,13.0,2,3358.563759381886,4713.0,5.750500762599803,13,3467.551959847681,3,46.38461538461539
A-n46-k7,46,603,13.0,2,3414.368551585903,4519.0,5.153036684138559,11,3107.281120535551,4,54.81818181818182
A-n46-k7,46,603,13.0,2,3409.114601886127,4586.0,5.7181864152913375,13,3448.0664084206765,3,46.38461538461539
0,1,2,3,4,5,6,7,8,9,
Grand front ,1,A-n46-k7.vrp,n,34,obj0Min,3253.537217230531,obj0Max,4345.9845039597685,obj1Min,3866.0,obj1Max,5917.0,obj2Min,5.124857481953189,obj2Max,9.187145946498873
A-n46-k7,46,603,13.0,1,3682.59215956397,5379.0,6.034267467112744,13,3638.6632826689847,3,46.38461538461539
A-n46-k7,46,603,13.0,1,3728.899672823654,4813.0,5.583551014461638,12,3366.8812617203675,3,50.24999999999999
A-n46-k7,46,603,13.0,1,3657.4079536957875,5278.0,6.26785527459769,14,3779.516730582407,3,43.07142857142857
A-n46-k7,46,603,13.0,1,3658.215793645224,5016.0,6.181113180524862,14,3727.2112478564914,3,43.07142857142857
A-n46-k7,46,603,13.0,1,3633.7301512298664,4556.0,6.29576522005621,15,3796.346427693895,3,40.2
A-n46-k7,46,603,13.0,1,3559.393211442908,5117.0,9.187145946498873,25,5539.849005738821,1,24.12
A-n46-k7,46,603,13.0,1,3584.809031714996,5565.0,7.436853493715844,18,4484.422656710654,2,33.5
A-n46-k7,46,603,13.0,1,3266.953233449022,5764.0,6.625262899359097,15,3995.0335283135355,3,40.2
A-n46-k7,46,603,13.0,1,3574.0864474909445,5621.0,6.365452925964247,14,3838.368114356441,3,43.07142857142857
A-n46-k7,46,603,13.0,1,3595.2007770671507,5294.0,6.5330654907410555,15,3939.4384909168566,3,40.2
A-n46-k7,46,603,13.0,1,3589.49513650601,5340.0,6.275242008244119,14,3783.9709309712034,3,43.07142857142857
A-n46-k7,46,603,13.0,1,3253.537217230531,5917.0,6.673406060391331,15,4024.0638544159724,3,40.2
A-n46-k7,46,603,13.0,1,3496.877593188165,5610.0,7.162744076953591,17,4319.134678403016,2,35.47058823529412
A-n46-k7,46,603,13.0,1,3330.229574338837,5715.0,7.16523525737586,17,4320.636860197644,2,35.47058823529412
A-n46-k7,46,603,13.0,1,3382.712278023532,5685.0,6.893494753779026,16,4156.777336528753,2,37.6875
A-n46-k7,46,603,13.0,1,3385.7671870005083,5260.0,7.841019503945372,20,4728.134760879059,2,30.15
A-n46-k7,46,603,13.0,1,3404.3577854460614,5234.0,8.107976552068306,21,4889.109860897189,2,28.714285714285715
A-n46-k7,46,603,13.0,1,3516.894142777813,5175.0,8.382216608134335,22,5054.476614705004,2,27.40909090909091
A-n46-k7,46,603,13.0,1,3884.923852157018,4539.0,5.522945424050366,12,3330.336090702371,3,50.24999999999999
A-n46-k7,46,603,13.0,1,3915.5240813448427,4919.0,5.382945800194605,11,3245.9163175173467,4,54.81818181818182
A-n46-k7,46,603,13.0,1,3890.7423069297943,4520.0,5.51777255374923,12,3327.216849910786,3,50.24999999999999
A-n46-k7,46,603,13.0,1,3914.9738024584763,4323.0,5.457134220377515,12,3290.651934887642,3,50.24999999999999
A-n46-k7,46,603,13.0,1,3896.412102152098,4346.0,5.4611612204839055,12,3293.0802159517953,3,50.24999999999999
A-n46-k7,46,603,13.0,1,4121.531372850546,3948.0,5.644807911481781,13,3403.819170623514,3,46.38461538461539
A-n46-k7,46,603,13.0,1,4345.9845039597685,3866.0,8.108922366439955,22,4889.680186963293,2,27.40909090909091
A-n46-k7,46,603,13.0,1,4053.7526633997695,4060.0,5.124857481953189,11,3090.289061617773,4,54.81818181818182
A-n46-k7,46,603,13.0,1,3683.512475168607,4022.0,5.584363117072516,13,3367.370959594727,3,46.38461538461539
A-n46-k7,46,603,13.0,1,3996.6363522870915,3916.0,6.425881348619551,16,3874.8064532175895,2,37.6875
A-n46-k7,46,603,13.0,1,3874.358511411134,3873.0,6.659867240190883,17,4015.8999458351027,2,35.47058823529412
A-n46-k7,46,603,13.0,1,3862.1518474619447,3922.0,7.489671253985154,20,4516.271766153048,2,30.15
A-n46-k7,46,603,13.0,1,3799.264705437588,4017.0,7.237004926262351,19,4363.913970536198,2,31.736842105263158
A-n46-k7,46,603,13.0,1,3681.0312223918636,4449.0,6.541427285273381,16,3944.4806530198484,2,37.6875
A-n46-k7,46,603,13.0,1,3656.4571551637373,4501.0,6.281932814517673,15,3788.005487154157,3,40.2
A-n46-k7,46,603,13.0,1,3598.8828914601972,4507.0,6.54472520447901,16,3946.469298300843,2,37.6875
Front Sizes,A-n46-k7,34.0,10.0,19.0,13.0,9.0,3.0,7.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,
0,1,2,3,4,5,6,7,8,9,
Grand front ,14,A-n48-k7.vrp,n,2,obj0Min,3606.969681179237,obj0Max,4735.659898144457,obj1Min,3019.0,obj1Max,3128.0,obj2Min,3.507372927632541,obj2Max,3.6835019298448906
A-n48-k7,48,626,13.0,14,3606.969681179237,3128.0,3.507372927632541,7,2195.615452697971,6,89.42857142857143
A-n48-k7,48,626,13.0,14,4735.659898144457,3019.0,3.6835019298448906,7,2305.8722080829016,6,89.42857142857143
0,1,2,3,4,5,6,7,8,9,
Grand front ,13,A-n48-k7.vrp,n,2,obj0Min,3113.498367402364,obj0Max,3389.7350305174355,obj1Min,2860.0,obj1Max,3085.0,obj2Min,3.4530335440423965,obj2Max,3.5915004935879815
A-n48-k7,48,626,13.0,13,3389.7350305174355,3085.0,3.4530335440423965,7,2161.59899857054,6,89.42857142857143
A-n48-k7,48,626,13.0,13,3113.498367402364,2860.0,3.5915004935879815,8,2248.2793089860766,6,78.25
0,1,2,3,4,5,6,7,8,9,
Grand front ,12,A-n48-k7.vrp,n,2,obj0Min,3284.5636729936114,obj0Max,3395.1606965441456,obj1Min,2989.0,obj1Max,3048.0,obj2Min,3.442226519961126,obj2Max,3.6646868206713306
A-n48-k7,48,626,13.0,12,3284.5636729936114,2989.0,3.6646868206713306,8,2294.093949740253,6,78.25
A-n48-k7,48,626,13.0,12,3395.1606965441456,3048.0,3.442226519961126,7,2154.833801495665,6,89.42857142857143
0,1,2,3,4,5,6,7,8,9,
Grand front ,11,A-n48-k7.vrp,n,1,obj0Min,3362.03741122925,obj0Max,3362.03741122925,obj1Min,3016.0,obj1Max,3016.0,obj2Min,3.4258121040156913,obj2Max,3.4258121040156913
A-n48-k7,48,626,13.0,11,3362.03741122925,3016.0,3.4258121040156913,7,2144.5583771138226,6,89.42857142857143
0,1,2,3,4,5,6,7,8,9,
Grand front ,10,A-n48-k7.vrp,n,5,obj0Min,3525.988935307407,obj0Max,3641.83553385633,obj1Min,3171.0,obj1Max,3442.0,obj2Min,3.527627408084969,obj2Max,3.834552051394388
A-n48-k7,48,626,13.0,10,3641.83553385633,3171.0,3.527627408084969,7,2208.294757461191,6,89.42857142857143
A-n48-k7,48,626,13.0,10,3560.969576453548,3412.0,3.5895102882509025,7,2247.033440445065,6,89.42857142857143
A-n48-k7,48,626,13.0,10,3596.2609653948502,3334.0,3.5711861548741175,7,2235.5625329511977,6,89.42857142857143
A-n48-k7,48,626,13.0,10,3569.4836254092857,3354.0,3.834552051394388,8,2400.4295841728867,6,78.25
A-n48-k7,48,626,13.0,10,3525.988935307407,3442.0,3.5925570374296596,7,2248.940705430967,6,89.42857142857143
0,1,2,3,4,5,6,7,8,9,
Grand front ,9,A-n48-k7.vrp,n,2,obj0Min,3486.075501175138,obj0Max,3696.6650182169874,obj1Min,3387.0,obj1Max,3390.0,obj2Min,3.6078431423824084,obj2Max,3.8295061240215515
A-n48-k7,48,626,13.0,9,3486.075501175138,3387.0,3.8295061240215515,8,2397.2708336374913,6,78.25
A-n48-k7,48,626,13.0,9,3696.6650182169874,3390.0,3.6078431423824084,7,2258.509807131388,6,89.42857142857143
0,1,2,3,4,5,6,7,8,9,
Grand front ,8,A-n48-k7.vrp,n,6,obj0Min,3802.6391560252027,obj0Max,4186.679207119817,obj1Min,3586.0,obj1Max,4048.0,obj2Min,3.8189160818418832,obj2Max,4.819343101046244
A-n48-k7,48,626,13.0,8,4185.451792786025,3862.0,3.8499965810798167,7,2410.097859755965,6,89.42857142857143
A-n48-k7,48,626,13.0,8,4020.995200999062,4048.0,3.8786844065765025,7,2428.0564385168905,6,89.42857142857143
A-n48-k7,48,626,13.0,8,3855.8830589682293,3586.0,3.9622017857816014,8,2480.3383178992826,6,78.25
A-n48-k7,48,626,13.0,8,4042.421275735881,3891.0,3.8325292160720412,7,2399.163289261098,6,89.42857142857143
A-n48-k7,48,626,13.0,8,3802.6391560252027,3840.0,4.819343101046244,11,3016.9087812549487,4,56.90909090909091
A-n48-k7,48,626,13.0,8,4186.679207119817,3764.0,3.8189160818418832,7,2390.641467233019,6,89.42857142857143
0,1,2,3,4,5,6,7,8,9,
Grand front ,7,A-n48-k7.vrp,n,6,obj0Min,3738.3891106147566,obj0Max,3797.2827343317185,obj1Min,3634.0,obj1Max,4217.0,obj2Min,3.7046039615284525,obj2Max,4.281775600546208
A-n48-k7,48,626,13.0,7,3738.3891106147566,3835.0,4.281775600546208,9,2680.3915259419264,5,69.55555555555556
A-n48-k7,48,626,13.0,7,3797.2827343317185,3634.0,3.7046039615284525,7,2319.0820799168114,6,89.42857142857143
A-n48-k7,48,626,13.0,7,3748.696902249098,3746.0,4.255267631890007,9,2663.7975375631445,5,69.55555555555556
A-n48-k7,48,626,13.0,7,3770.302048177,4217.0,4.14780405692765,8,2596.525339636709,6,78.25
A-n48-k7,48,626,13.0,7,3794.771876790196,3874.0,4.042792826812225,8,2530.788309584453,6,78.25
A-n48-k7,48,626,13.0,7,3779.8357098793276,4031.0,4.090160987309715,8,2560.4407780558813,6,78.25
0,1,2,3,4,5,6,7,8,9,
Grand front ,6,A-n48-k7.vrp,n,4,obj0Min,3846.228851538028,obj0Max,4006.366310290443,obj1Min,3590.0,obj1Max,4180.0,obj2Min,4.031541307194859,obj2Max,4.674135424328993
A-n48-k7,48,626,13.0,6,4006.366310290443,3715.0,4.031541307194859,8,2523.744858303982,6,78.25
A-n48-k7,48,626,13.0,6,3846.228851538028,4180.0,4.674135424328993,10,2926.0087756299495,4,62.6
A-n48-k7,48,626,13.0,6,3904.7567262456723,3850.0,4.0556813689628495,8,2538.856536970744,6,78.25
A-n48-k7,48,626,13.0,6,3926.364613101036,3590.0,4.238633641745721,9,2653.384659732821,5,69.55555555555556
0,1,2,3,4,5,6,7,8,9,
Grand front ,5,A-n48-k7.vrp,n,9,obj0Min,3571.440217302961,obj0Max,4761.076429676749,obj1Min,3925.0,obj1Max,4697.0,obj2Min,4.260500866936738,obj2Max,5.573895376077391
A-n48-k7,48,626,13.0,5,3626.244772595107,4642.0,5.042604853663942,11,3156.6706383936275,4,56.90909090909091
A-n48-k7,48,626,13.0,5,3788.5179066366527,4167.0,4.659195838780333,10,2916.6565950764884,4,62.6
A-n48-k7,48,626,13.0,5,3571.440217302961,4697.0,5.573895376077391,13,3489.2585054244464,3,48.15384615384615
A-n48-k7,48,626,13.0,5,3636.676908209104,4210.0,4.64455462980905,10,2907.4911982604654,4,62.6
A-n48-k7,48,626,13.0,5,4049.418795783684,4552.0,4.568980829243916,9,2860.1819991066914,5,69.55555555555556
A-n48-k7,48,626,13.0,5,4551.808849556369,4057.0,4.504731046961814,9,2819.9616353980955,5,69.55555555555556
A-n48-k7,48,626,13.0,5,4544.218313695707,4117.0,4.260500866936738,8,2667.073542702398,6,78.25
A-n48-k7,48,626,13.0,5,4662.260537669766,4068.0,4.266908119660323,8,2671.0844829073626,6,78.25
A-n48-k7,48,626,13.0,5,4761.076429676749,3925.0,4.763651664971533,10,2982.0459422721797,4,62.6
0,1,2,3,4,5,6,7,8,9,
Grand front ,4,A-n48-k7.vrp,n,9,obj0Min,3667.1318622653334,obj0Max,4103.627925969099,obj1Min,3921.0,obj1Max,5041.0,obj2Min,4.438796855763681,obj2Max,5.689367907346644
A-n48-k7,48,626,13.0,4,3765.8569345238843,5041.0,5.196174538880663,11,3252.8052613392947,4,56.90909090909091
A-n48-k7,48,626,13.0,4,3667.1318622653334,5004.0,5.427882472659815,12,3397.854427885044,4,52.166666666666664
A-n48-k7,48,626,13.0,4,3763.543850063467,4763.0,5.368905160475121,12,3360.9346304574256,4,52.166666666666664
A-n48-k7,48,626,13.0,4,3903.2350196350767,4660.0,4.576163733701763,9,2864.6784972973037,5,69.55555555555556
A-n48-k7,48,626,13.0,4,4103.627925969099,3921.0,5.163457615556524,12,3232.3244673383842,4,52.166666666666664
A-n48-k7,48,626,13.0,4,4038.0581674307173,4165.0,4.443215344392003,9,2781.452805589394,5,69.55555555555556
A-n48-k7,48,626,13.0,4,3793.083737396028,4128.0,4.647589133027693,10,2909.3907972753354,4,62.6
A-n48-k7,48,626,13.0,4,4026.874444435889,3972.0,5.689367907346644,14,3561.5443099989993,3,44.714285714285715
A-n48-k7,48,626,13.0,4,3951.169501778327,4202.0,4.438796855763681,9,2778.6868317080643,5,69.55555555555556
0,1,2,3,4,5,6,7,8,9,
Grand front ,3,A-n48-k7.vrp,n,4,obj0Min,3952.4255524423834,obj0Max,4340.847171499193,obj1Min,4531.0,obj1Max,4863.0,obj2Min,4.862586855986244,obj2Max,5.664663129497453
A-n48-k7,48,626,13.0,3,4340.847171499193,4531.0,5.664663129497453,13,3546.0791190654054,3,48.15384615384615
A-n48-k7,48,626,13.0,3,4003.2424944221293,4678.0,4.862586855986244,10,3043.979371847389,4,62.6
A-n48-k7,48,626,13.0,3,4016.2893847286887,4620.0,5.108475811522774,11,3197.9058580132564,4,56.90909090909091
A-n48-k7,48,626,13.0,3,3952.4255524423834,4863.0,5.1741753828047266,11,3239.0337896357587,4,56.90909090909091
0,1,2,3,4,5,6,7,8,9,
Grand front ,2,A-n48-k7.vrp,n,11,obj0Min,4017.956199013106,obj0Max,4622.288298517199,obj1Min,4974.0,obj1Max,6197.0,obj2Min,5.539902097564701,obj2Max,6.6835477240967
A-n48-k7,48,626,13.0,2,4232.809441596863,6197.0,5.91475831416427,12,3702.638704666833,4,52.166666666666664
A-n48-k7,48,626,13.0,2,4106.137598641844,5209.0,6.623351595912294,16,4146.218099041096,3,39.125
A-n48-k7,48,626,13.0,2,4017.956199013106,5449.0,6.6835477240967,16,4183.900875284534,3,39.125
A-n48-k7,48,626,13.0,2,4222.673039294363,5106.0,6.088263171880896,14,3811.2527455974405,3,44.714285714285715
A-n48-k7,48,626,13.0,2,4234.647533937768,5000.0,6.3186162323813395,15,3955.4537614707187,3,41.733333333333334
A-n48-k7,48,626,13.0,2,4596.312966185158,5659.0,5.548831656619272,11,3473.568617043664,4,56.90909090909091
A-n48-k7,48,626,13.0,2,4622.288298517199,5498.0,5.764229602119029,12,3608.407730926512,4,52.166666666666664
A-n48-k7,48,626,13.0,2,4432.296692953015,5727.0,5.539902097564701,11,3467.9787130755026,4,56.90909090909091
A-n48-k7,48,626,13.0,2,4329.032566873202,5016.0,5.817407045246269,13,3641.6968103241643,3,48.15384615384615
