prob,winlen,dist,time,costDel,routes
A-n63-k10.vrp,1,5460.599683,6492,5.597950819,20
A-n63-k10.vrp,14,4144.230931,3731,3.432483926,12
A-n63-k10.vrp,14,4160.216671,3692,3.07419029,10
A-n63-k9.vrp,1,6693.659392,9352,6.984602691,21
A-n63-k9.vrp,1,6748.846415,8909,6.70265181,20
A-n63-k9.vrp,1,6918.381631,9315,6.630527664,19
A-n63-k9.vrp,1,6738.239733,9257,6.968813343,21
A-n63-k9.vrp,1,6976.743217,9077,6.395966731,18
A-n63-k9.vrp,1,6720.431006,9350,6.987732449,21
A-n63-k9.vrp,1,6783.226932,8865,6.885037286,21
A-n63-k9.vrp,1,7341.627812,8462,6.867549203,21
A-n63-k9.vrp,1,7370.192861,8359,6.659922755,20
A-n63-k9.vrp,1,7006.623453,8736,7.261139684,23
A-n63-k9.vrp,1,7048.420673,8731,7.265595898,23
A-n63-k9.vrp,1,6936.467739,8737,7.064108506,22
A-n63-k9.vrp,1,7192.49486,8710,7.092235852,22
A-n63-k9.vrp,1,7003.613695,8866,6.726944791,20
A-n63-k9.vrp,1,7326.003974,8717,6.548158608,19
A-n63-k9.vrp,1,7332.868256,8756,6.37015531,18
A-n63-k9.vrp,1,7299.369586,8762,6.367040368,18
A-n63-k9.vrp,14,6622.588506,4694,3.841515298,10
A-n63-k9.vrp,14,5349.481103,4865,3.710067914,10
A-n63-k9.vrp,14,5462.224856,4837,3.71876324,10
A-n64-k9.vrp,1,6281.900426,8032,7.402573526,24
A-n64-k9.vrp,1,6363.692991,8405,6.728245377,20
A-n64-k9.vrp,1,6958.043333,7828,8.027937582,27
A-n64-k9.vrp,1,6395.949207,8255,6.503922237,19
A-n64-k9.vrp,1,6484.79424,8230,6.510284111,19
A-n64-k9.vrp,1,6577.718759,7959,6.45918997,19
A-n64-k9.vrp,1,6245.619135,8852,6.623982829,19
A-n64-k9.vrp,1,6567.017824,7952,7.03625128,22
A-n64-k9.vrp,1,6845.701627,7920,7.067154588,22
A-n64-k9.vrp,1,6520.565788,8009,7.04328561,22
A-n64-k9.vrp,1,6116.7848,8731,6.771065827,20
A-n64-k9.vrp,1,6066.211254,8588,6.923757921,21
A-n64-k9.vrp,1,6134.451295,8573,6.736239153,20
A-n64-k9.vrp,1,6198.134941,8444,7.101393618,22
A-n64-k9.vrp,1,6111.885629,8802,6.787135163,20
A-n64-k9.vrp,1,6181.806151,8500,6.918952028,21
A-n64-k9.vrp,1,5943.292045,8831,6.770713643,20
A-n64-k9.vrp,1,6204.36763,8248,6.862630911,21
A-n64-k9.vrp,1,6780.177187,8966,6.337831051,17
A-n64-k9.vrp,14,5592.601538,3893,3.430347146,9
A-n64-k9.vrp,14,4806.534915,4241,3.403967671,9
A-n65-k9.vrp,1,5133.726417,10272,7.515445828,24
A-n65-k9.vrp,1,5804.000386,7565,7.92254053,29
A-n65-k9.vrp,1,5613.064384,8125,7.276771417,25
A-n65-k9.vrp,1,5542.717828,8607,6.25529987,19
A-n65-k9.vrp,1,5743.036793,8297,6.21132874,19
A-n65-k9.vrp,1,5548.241093,8311,6.375535015,20
A-n65-k9.vrp,1,5818.336171,7629,6.443039147,21
A-n65-k9.vrp,1,6122.511661,7133,8.240517519,31
A-n65-k9.vrp,1,6176.031921,7249,6.59110118,22
A-n65-k9.vrp,1,6274.064968,7126,6.950131814,24
A-n65-k9.vrp,1,5769.004387,7658,6.256070141,20
A-n65-k9.vrp,1,6269.532669,7181,6.588067642,22
A-n65-k9.vrp,1,6289.747387,6916,6.530331179,22
A-n65-k9.vrp,1,6124.656061,7427,6.43783895,21
A-n65-k9.vrp,1,6093.353163,7429,6.434118951,21
A-n65-k9.vrp,1,5424.572853,10630,7.261887142,22
A-n65-k9.vrp,1,5703.34375,8550,6.26373001,19
A-n65-k9.vrp,1,5961.597881,8182,6.027259923,18
A-n65-k9.vrp,1,5976.798662,7388,6.783221714,23
A-n65-k9.vrp,1,6022.770815,7411,6.607598843,22
A-n65-k9.vrp,1,6097.148502,7188,6.753667474,23
A-n65-k9.vrp,1,6930.984125,6733,10.31416778,42
A-n65-k9.vrp,1,6857.641741,6864,9.773254371,39
A-n65-k9.vrp,1,5452.677272,8331,6.367346911,20
A-n65-k9.vrp,1,5734.497538,8249,7.134248816,24
A-n65-k9.vrp,1,5735.514114,8051,7.276231643,25
A-n65-k9.vrp,14,4507.053625,3992,3.38167078,10
A-n69-k9.vrp,1,5294.202661,10987,8.767836345,28
A-n69-k9.vrp,1,5911.021782,7630,6.311940294,19
A-n69-k9.vrp,1,5700.430978,7481,6.635680976,21
A-n69-k9.vrp,1,5787.755324,7910,6.36114482,19
A-n69-k9.vrp,1,6111.862713,6769,8.270873299,30
A-n69-k9.vrp,1,5600.027428,7409,7.769234567,27
A-n69-k9.vrp,1,6392.275235,6660,9.642480713,37
A-n69-k9.vrp,1,6194.922165,6691,7.875746619,28
A-n69-k9.vrp,1,6541.052478,6480,9.620477089,37
A-n69-k9.vrp,1,6592.684006,6443,9.618868673,37
A-n69-k9.vrp,1,5955.598183,6851,7.104147914,24
A-n69-k9.vrp,1,5669.524116,7389,7.580040617,26
A-n69-k9.vrp,1,5838.913912,6931,6.718760861,22
A-n69-k9.vrp,1,5699.150716,7343,7.379172348,25
A-n69-k9.vrp,1,6064.76073,6833,7.503168054,26
A-n69-k9.vrp,1,5812.232132,7159,7.351279479,25
A-n69-k9.vrp,1,5501.39421,7454,8.154394228,29
A-n69-k9.vrp,1,5445.459031,7777,7.64085054,26
A-n69-k9.vrp,1,5433.930191,7877,7.662922879,26
A-n69-k9.vrp,1,5364.763164,7974,7.288138805,24
A-n69-k9.vrp,1,5658.890253,7355,8.15276942,29
A-n69-k9.vrp,1,5475.868866,7880,6.89310847,22
A-n69-k9.vrp,1,5662.531411,7409,7.389723284,25
A-n69-k9.vrp,1,5526.377488,7447,7.185782445,24
A-n69-k9.vrp,1,5481.177003,7577,7.016210307,23
A-n69-k9.vrp,1,5500.920151,7533,7.202612613,24
A-n69-k9.vrp,1,5797.757799,7123,8.699334512,32
A-n69-k9.vrp,1,5779.281836,7250,8.532752633,31
A-n69-k9.vrp,1,5520.229863,7878,6.704694549,21
A-n69-k9.vrp,1,5430.66838,8010,6.723536332,21
A-n69-k9.vrp,1,5422.939939,8421,7.207910027,23
A-n69-k9.vrp,1,5340.729075,8979,7.716763671,25
A-n69-k9.vrp,1,5316.578735,8793,7.863478949,26
A-n69-k9.vrp,1,5402.986625,8975,7.142188681,22
A-n69-k9.vrp,1,5358.234504,9147,7.370785133,23
A-n69-k9.vrp,14,4719.622466,4113,3.567805714,10
A-n69-k9.vrp,14,4876.003238,4188,3.413127076,9
A-n69-k9.vrp,14,4641.763638,4174,3.959628811,12
A-n69-k9.vrp,14,4671.107055,4118,3.950437308,12
A-n69-k9.vrp,14,5495.017349,3800,3.601085242,10
A-n69-k9.vrp,14,5762.227404,3924,3.47334983,9
A-n80-k10.vrp,1,9481.254759,11718,8.366143107,27
A-n80-k10.vrp,1,9104.626057,12048,8.215330413,26
A-n80-k10.vrp,1,9082.807888,13122,8.614743655,27
A-n80-k10.vrp,1,9382.888224,11778,8.192566796,26
A-n80-k10.vrp,1,9522.320816,11596,8.345341333,27
A-n80-k10.vrp,1,9606.63618,11625,8.187873071,26
A-n80-k10.vrp,1,9467.203588,11807,8.035098535,25
A-n80-k10.vrp,1,9399.349493,11597,8.504377803,28
A-n80-k10.vrp,1,9697.295989,11322,8.831192814,30
A-n80-k10.vrp,1,9313.79722,11759,8.354049124,27
A-n80-k10.vrp,14,7215.358378,6202,3.953924554,10
A-n80-k10.vrp,14,7076.301579,6209,3.938139368,10
A-n80-k10.vrp,14,6928.650365,6145,4.080310077,11
A-n80-k10.vrp,14,7432.745905,5428,3.816593706,10
A-n80-k10.vrp,14,7225.435582,6169,3.948169812,10
B-n31-k5.vrp,1,2157.269725,2876,4.795146985,7
B-n31-k5.vrp,1,1979.358261,2933,4.374235234,6
B-n31-k5.vrp,1,1852.807444,2980,3.963054541,5
B-n31-k5.vrp,1,1792.479326,3151,4.028932236,5
B-n31-k5.vrp,1,1702.232847,3093,4.373206901,6
B-n31-k5.vrp,1,2410.895452,2787,4.425909631,6
B-n31-k5.vrp,14,1308.655282,1319,3.002215213,5
B-n34-k5.vrp,1,3025.646978,3574,5.927353822,10
B-n34-k5.vrp,1,2851.342267,3737,5.954063556,10
B-n34-k5.vrp,1,2691.70611,4257,5.423040733,8
B-n34-k5.vrp,1,2429.589629,4263,5.358560146,8
B-n34-k5.vrp,1,2405.762927,4531,5.469746745,8
B-n34-k5.vrp,1,2554.908006,4163,5.705742312,9
B-n34-k5.vrp,1,3036.068151,3748,5.647308476,9
B-n34-k5.vrp,1,2644.718974,3756,5.55061733,9
B-n34-k5.vrp,1,2642.453459,4009,5.660759419,9
B-n34-k5.vrp,14,1971.818686,1834,3.101756644,5
B-n34-k5.vrp,14,2736.954267,1418,3.115587854,5
B-n35-k5.vrp,1,4227.198013,3972,7.453048438,12
B-n35-k5.vrp,1,2987.638806,5857,6.858017712,9
B-n35-k5.vrp,1,3449.891343,4973,6.57720203,9
B-n35-k5.vrp,1,3292.968662,5053,6.94708772,10
B-n35-k5.vrp,1,3365.667029,4855,7.251219777,11
B-n35-k5.vrp,1,3348.31003,4795,7.594398795,12
B-n35-k5.vrp,1,3273.382827,5315,7.812324464,12
B-n35-k5.vrp,1,3493.028301,4497,7.121474396,11
B-n35-k5.vrp,1,3277.333622,5022,7.679286118,12
B-n35-k5.vrp,1,3723.259161,4197,6.295243299,9
B-n35-k5.vrp,1,3781.991666,4138,6.659251773,10
B-n35-k5.vrp,1,4219.92985,3870,7.779706619,13
B-n35-k5.vrp,1,3613.716568,4227,6.279644939,9
B-n35-k5.vrp,1,3561.832179,4669,6.843328066,10
B-n35-k5.vrp,1,3298.533208,5051,6.572376168,9
B-n35-k5.vrp,1,3407.974081,4955,6.933027386,10
B-n35-k5.vrp,1,3942.842183,4656,6.188815871,8
B-n35-k5.vrp,1,4092.534178,4395,6.109442789,8
B-n35-k5.vrp,1,3920.73196,4004,6.635070113,10
B-n35-k5.vrp,1,3711.271166,4224,7.054962761,11
B-n35-k5.vrp,14,2311.697245,2143,3.476129468,5
B-n35-k5.vrp,14,3231.987661,1923,3.621836513,5
B-n38-k6.vrp,1,3738.150285,3438,6.681569499,14
B-n38-k6.vrp,1,2814.894404,4159,5.150669229,9
B-n38-k6.vrp,1,2724.936746,4244,5.163315624,9
B-n38-k6.vrp,1,2828.591028,4152,5.151064747,9
B-n38-k6.vrp,1,3004.060636,3760,5.038037294,9
B-n38-k6.vrp,1,2946.030137,3896,5.077901418,9
B-n38-k6.vrp,1,3041.892328,3649,5.003323051,9
B-n38-k6.vrp,1,3072.954317,3530,5.604561826,11
B-n38-k6.vrp,1,3021.305061,3655,5.000962289,9
B-n38-k6.vrp,1,2541.262879,4041,5.3623589,10
B-n38-k6.vrp,1,2601.442916,3963,5.665954729,11
B-n38-k6.vrp,1,2771.970553,3741,5.938516708,12
B-n38-k6.vrp,1,2488.824348,4276,5.121860251,9
B-n38-k6.vrp,1,2479.86745,4060,5.35575096,10
B-n38-k6.vrp,1,2542.597942,3995,5.344695233,10
B-n38-k6.vrp,1,2707.399606,3777,5.617511238,11
B-n38-k6.vrp,1,2779.698065,3727,5.934813816,12
B-n38-k6.vrp,1,2809.441795,4209,5.168954473,9
B-n38-k6.vrp,14,2026.346682,1924,3.136489378,6
B-n39-k5.vrp,1,2239.036751,4253,6.628562045,11
B-n39-k5.vrp,1,2775.272239,3362,8.2297883,16
B-n39-k5.vrp,1,2273.743104,3694,5.638245325,9
B-n39-k5.vrp,1,2244.314591,3681,5.997238198,10
B-n39-k5.vrp,1,2383.958319,3562,5.980279826,10
B-n39-k5.vrp,1,2720.29508,3349,9.700169373,20
B-n39-k5.vrp,1,2431.25715,3524,5.602857015,9
B-n39-k5.vrp,1,3285.488324,3044,10.0845503,21
B-n39-k5.vrp,1,2849.742173,3296,6.728681441,12
B-n39-k5.vrp,1,2912.232654,3254,8.589843683,17
B-n39-k5.vrp,1,2686.43032,3411,5.992073517,10
B-n39-k5.vrp,1,2667.583382,3441,6.373425581,11
B-n39-k5.vrp,1,3338.667263,3057,6.377327431,11
B-n39-k5.vrp,1,3542.481914,3038,7.541069054,14
B-n39-k5.vrp,14,1587.593946,1504,2.96942839,5
B-n41-k6.vrp,1,2741.292167,5434,6.531801029,14
B-n41-k6.vrp,1,3773.298908,3875,7.93029272,20
B-n41-k6.vrp,1,3957.609505,3746,8.501305665,22
B-n41-k6.vrp,1,3389.936683,4058,5.601803513,12
B-n41-k6.vrp,1,3705.718082,3934,7.647917135,19
B-n41-k6.vrp,1,3315.727526,4244,6.519823846,15
B-n41-k6.vrp,1,3107.119694,5034,5.88771253,12
B-n41-k6.vrp,1,3235.884109,4608,5.764018414,12
B-n41-k6.vrp,1,3176.806898,5021,5.897506891,12
B-n41-k6.vrp,1,3038.175522,4552,6.281951563,14
B-n41-k6.vrp,1,3055.931298,4342,5.922299756,13
B-n41-k6.vrp,1,3008.444048,4641,6.017968172,13
B-n41-k6.vrp,1,3236.838677,4277,5.068977293,10
B-n41-k6.vrp,1,3375.307202,4092,6.767744167,16
B-n41-k6.vrp,1,3342.623763,4158,6.495038766,15
B-n41-k6.vrp,1,3525.863619,4001,6.766712599,16
B-n41-k6.vrp,1,3303.630771,4150,6.773412346,16
B-n41-k6.vrp,1,3335.690772,4224,6.516888572,15
B-n41-k6.vrp,1,3596.370187,3949,7.341402666,18
B-n41-k6.vrp,1,3279.562571,4214,6.791020848,16
B-n41-k6.vrp,14,2459.988135,2231,3.030015188,6
B-n41-k6.vrp,14,2375.43914,2251,3.308864867,7
B-n41-k6.vrp,14,3389.759299,2007,3.432102007,7
B-n41-k6.vrp,14,3721.365487,2176,3.270899051,6
B-n43-k6.vrp,1,2752.552044,4027,6.570918597,14
B-n43-k6.vrp,1,2568.680427,4189,6.27703572,13
B-n43-k6.vrp,1,2694.366992,4008,7.180116964,16
B-n43-k6.vrp,1,2722.071176,4037,6.253133066,13
B-n43-k6.vrp,1,2775.448078,3939,6.227499856,13
B-n43-k6.vrp,1,2611.420748,4147,5.955731723,12
B-n43-k6.vrp,1,2595.116182,4121,6.256868701,13
B-n43-k6.vrp,1,2584.818872,4473,5.760122472,11
B-n43-k6.vrp,1,2715.012342,4038,6.881490296,15
B-n43-k6.vrp,1,2851.310054,3802,7.13628268,16
B-n43-k6.vrp,1,2727.753635,4122,5.972259454,12
B-n43-k6.vrp,1,2851.496021,3764,6.492178569,14
B-n43-k6.vrp,1,2607.742217,4192,5.972180114,12
B-n43-k6.vrp,1,2921.835417,3580,5.807782618,12
B-n43-k6.vrp,1,2798.495949,3869,5.891025002,12
B-n43-k6.vrp,1,2872.467648,4029,5.654277764,11
B-n43-k6.vrp,1,3001.890888,4287,5.152823865,9
B-n43-k6.vrp,1,2874.117478,3772,5.241212562,10
B-n43-k6.vrp,1,2589.456766,4296,5.378438468,10
B-n43-k6.vrp,1,2555.322657,5317,6.392270155,12
B-n43-k6.vrp,14,2200.372978,2033,3.163231552,6
B-n44-k7.vrp,1,3599.873295,4632,6.707621179,18
B-n44-k7.vrp,1,3175.417826,7285,6.94621511,16
B-n44-k7.vrp,1,3743.561723,4744,5.489542467,13
B-n44-k7.vrp,1,3611.590065,5621,5.739088982,13
B-n44-k7.vrp,1,3378.542886,6221,6.139609232,14
B-n44-k7.vrp,1,4210.732761,4739,6.59665481,17
B-n44-k7.vrp,1,3323.036208,5451,6.145078372,15
B-n44-k7.vrp,1,3333.149879,5161,6.312291007,16
B-n44-k7.vrp,1,3329.819217,5166,6.313243133,16
B-n44-k7.vrp,1,3448.826746,5091,6.31156432,16
B-n44-k7.vrp,1,3473.338019,4905,6.258003975,16
B-n44-k7.vrp,1,3318.345181,5456,6.145782194,15
B-n44-k7.vrp,1,3411.925372,5114,6.312005099,16
B-n44-k7.vrp,1,3363.451953,5077,6.547463149,17
B-n44-k7.vrp,1,3520.104024,5473,5.932062669,14
B-n44-k7.vrp,1,3571.316666,5097,6.079943916,15
B-n44-k7.vrp,1,3515.29379,5656,5.73243272,13
B-n44-k7.vrp,1,3672.876382,5321,5.40082143,12
B-n44-k7.vrp,1,3529.486598,5371,6.157800206,15
B-n44-k7.vrp,1,3425.447444,5720,5.991852342,14
B-n44-k7.vrp,1,3611.062962,4884,6.532440509,17
B-n44-k7.vrp,14,2768.59577,2502,3.332801412,8
B-n44-k7.vrp,14,2809.960017,2522,3.090741532,7
B-n44-k7.vrp,14,2766.491256,2610,3.110264395,7
B-n44-k7.vrp,14,2775.463794,2603,3.10971804,7
B-n44-k7.vrp,14,2725.370962,2518,3.329903904,8
B-n44-k7.vrp,14,2783.692608,2553,3.0956194,7
B-n45-k5.vrp,1,2778.320142,6664,7.798072956,13
B-n45-k5.vrp,1,3258.458497,4861,7.84658363,15
B-n45-k5.vrp,1,3275.782678,4488,8.034704884,16
B-n45-k5.vrp,1,3157.024533,5716,8.174016194,15
B-n45-k5.vrp,1,3177.581177,6095,7.997483534,14
B-n45-k5.vrp,1,3203.525806,4923,7.521424937,14
B-n45-k5.vrp,1,3222.160227,4979,7.211507709,13
B-n45-k5.vrp,1,2946.931067,6159,8.305742664,15
B-n45-k5.vrp,1,3172.187941,5329,8.355855945,16
B-n45-k5.vrp,1,3526.531924,4193,6.623877027,12
B-n45-k5.vrp,1,3595.909003,3893,6.517122126,12
B-n45-k5.vrp,1,4163.339658,3884,10.69940481,24
B-n45-k5.vrp,1,4344.785998,3780,11.03773655,25
B-n45-k5.vrp,1,3502.750292,4352,7.021032478,13
B-n45-k5.vrp,1,3525.809343,4549,6.77020513,12
B-n45-k5.vrp,1,3277.916349,4441,7.340979862,14
B-n45-k5.vrp,1,3320.290087,4488,7.033073951,13
B-n45-k5.vrp,1,3375.469403,4660,6.779691194,12
B-n45-k5.vrp,1,3414.154464,4353,7.675012495,15
B-n45-k5.vrp,1,3138.170939,5879,8.236555555,15
B-n45-k5.vrp,14,2528.728776,2274,3.569261866,6
B-n45-k5.vrp,14,3059.68709,2673,3.523834135,5
B-n45-k5.vrp,14,3553.934225,2066,3.730473877,6
B-n45-k5.vrp,14,3803.034887,2237,3.523364366,5
B-n45-k6.vrp,1,2392.78519,6287,6.752290316,15
B-n45-k6.vrp,1,2832.949586,3881,5.195363347,12
B-n45-k6.vrp,1,3286.733437,3614,6.302952385,16
B-n45-k6.vrp,1,2898.556885,3660,5.133667493,12
B-n45-k6.vrp,1,2937.654756,3647,5.691056768,14
B-n45-k6.vrp,1,2836.753128,3712,5.69307452,14
B-n45-k6.vrp,1,2890.934256,3697,5.698715047,14
B-n45-k6.vrp,1,2856.366674,3729,4.871613008,11
B-n45-k6.vrp,1,2966.134564,4240,4.788915108,10
B-n45-k6.vrp,1,2729.11021,4164,5.8245032,14
B-n45-k6.vrp,1,2457.678226,4694,5.395858703,12
B-n45-k6.vrp,1,2588.329794,4372,5.589923287,13
B-n45-k6.vrp,1,2627.620336,4303,5.851404695,14
B-n45-k6.vrp,1,2720.843037,4168,6.101247695,15
B-n45-k6.vrp,1,2473.736096,4503,5.88855933,14
B-n45-k6.vrp,1,2506.672002,4951,5.215338892,11
B-n45-k6.vrp,1,2535.472885,4462,5.332855283,12
B-n45-k6.vrp,1,2601.684334,4308,6.124995046,15
B-n45-k6.vrp,1,2521.965186,4399,5.58592893,13
B-n45-k6.vrp,1,2473.142334,4646,5.659725765,13
B-n45-k6.vrp,1,2415.986025,4931,6.021740481,14
B-n45-k6.vrp,1,2526.4145,4739,5.147619082,11
B-n45-k6.vrp,1,2832.866187,5001,5.019671189,10
B-n45-k6.vrp,1,2829.931121,4622,5.168077603,11
B-n45-k6.vrp,1,2901.682879,4426,4.839015028,10
B-n45-k6.vrp,1,2834.980346,4494,4.848805237,10
B-n45-k6.vrp,1,2813.172087,4661,5.177941105,11
B-n45-k6.vrp,1,2812.537552,4719,5.197410293,11
B-n45-k6.vrp,1,2752.565441,4350,5.614949589,13
B-n45-k6.vrp,14,1956.633178,1862,2.954942706,7
B-n45-k6.vrp,14,1997.490641,1859,2.962004062,7
B-n50-k7.vrp,1,4416.854333,4371,10.90143178,32
B-n50-k7.vrp,1,2946.166833,7400,7.304928603,16
B-n50-k7.vrp,1,3408.030596,4700,6.506961543,16
B-n50-k7.vrp,1,3552.732445,4579,7.03361198,18
B-n50-k7.vrp,1,3303.341377,4712,6.221495798,15
B-n50-k7.vrp,1,4157.259157,4460,10.07290529,29
B-n50-k7.vrp,1,3172.368702,5582,7.020635695,17
B-n50-k7.vrp,1,3264.420231,4876,7.075758895,18
B-n50-k7.vrp,1,3269.716129,4883,6.001899486,14
B-n50-k7.vrp,1,3258.607807,5037,6.050340088,14
B-n50-k7.vrp,1,3235.379887,5004,6.304334067,15
B-n50-k7.vrp,1,3386.463235,4615,6.74419737,17
B-n50-k7.vrp,1,3236.16831,5328,6.141595554,14
B-n50-k7.vrp,1,3247.205256,4892,6.269824327,15
B-n50-k7.vrp,1,3204.85622,5791,6.826220325,16
B-n50-k7.vrp,1,3561.209119,4478,6.73277745,17
B-n50-k7.vrp,1,3533.938098,4587,7.032628502,18
B-n50-k7.vrp,14,2441.64806,2221,3.083535013,7
B-n50-k8.vrp,1,4115.458264,8915,6.651032132,16
B-n50-k8.vrp,1,4488.677026,5856,5.654932261,15
B-n50-k8.vrp,1,4598.172004,5764,5.424198809,14
B-n50-k8.vrp,1,4417.750692,6393,5.120376641,12
B-n50-k8.vrp,1,4253.267558,6431,5.104533747,12
B-n50-k8.vrp,1,4322.961948,6269,5.294675575,13
B-n50-k8.vrp,1,4336.314183,6138,5.484284026,14
B-n50-k8.vrp,1,4759.373709,5448,5.140743842,13
B-n50-k8.vrp,1,4546.464346,5908,5.455151467,14
B-n50-k8.vrp,14,3544.77659,3235,3.229576682,8
B-n51-k7.vrp,1,4047.817999,7911,7.800869453,20
B-n51-k7.vrp,1,4660.67561,6548,7.507162348,20
B-n51-k7.vrp,1,4136.041788,7769,7.294907733,18
B-n51-k7.vrp,1,4441.510827,7623,7.064702875,17
B-n51-k7.vrp,1,4103.00529,7609,7.482239209,19
B-n51-k7.vrp,1,4668.888784,6694,7.31149121,19
B-n51-k7.vrp,1,5368.000123,5281,6.058853822,15
B-n51-k7.vrp,1,5284.921006,5454,6.095227716,15
B-n51-k7.vrp,1,5536.291145,5115,6.039102433,15
B-n51-k7.vrp,1,5458.0072,5230,6.299103571,16
B-n51-k7.vrp,1,5624.72067,5069,6.040778243,15
B-n51-k7.vrp,1,5885.292408,4958,6.532425748,17
B-n51-k7.vrp,1,5278.265618,5589,5.893796897,14
B-n51-k7.vrp,1,5319.197575,5313,5.820096661,14
B-n51-k7.vrp,1,5316.753815,5580,5.657982743,13
B-n51-k7.vrp,1,5106.308415,5582,6.821400708,18
B-n51-k7.vrp,1,5077.377713,5417,7.247738585,20
B-n51-k7.vrp,1,5210.931713,5287,6.753039489,18
B-n51-k7.vrp,1,5162.325248,5325,6.995602418,19
B-n51-k7.vrp,1,5463.670824,4717,7.109136676,20
B-n51-k7.vrp,1,5374.490109,5197,6.514934712,17
B-n51-k7.vrp,1,5228.320159,5011,6.675312074,18
B-n51-k7.vrp,1,5140.672543,5346,6.758272935,18
B-n51-k7.vrp,1,5109.574521,5192,7.187456461,20
B-n51-k7.vrp,1,5049.051688,5659,7.55341966,21
B-n51-k7.vrp,1,5125.984178,5379,7.005175656,19
B-n51-k7.vrp,1,5066.751683,5600,6.580131501,17
B-n51-k7.vrp,1,4724.054588,5792,5.858354367,14
B-n51-k7.vrp,1,4537.398602,6949,6.164730463,14
B-n51-k7.vrp,1,4698.828566,6947,6.671290851,16
B-n51-k7.vrp,1,5116.220983,5611,5.872511484,14
B-n51-k7.vrp,1,4748.804502,5660,6.063757495,15
B-n51-k7.vrp,1,4723.448262,5923,6.37608691,16
B-n51-k7.vrp,14,3111.942628,2798,3.028797204,7
B-n51-k7.vrp,14,4235.7522,2725,3.439448841,8
B-n52-k7.vrp,1,4909.876389,4466,9.728804517,27
B-n52-k7.vrp,1,3424.149434,7346,8.498061854,20
B-n52-k7.vrp,1,4482.652687,5318,6.950611162,16
B-n52-k7.vrp,1,4070.525885,5210,7.106025625,17
B-n52-k7.vrp,1,4297.552507,5883,6.830715583,15
B-n52-k7.vrp,1,4170.014729,5041,7.069458289,17
B-n52-k7.vrp,1,4017.538836,5143,7.344310303,18
B-n52-k7.vrp,1,4011.251555,5132,7.610093122,19
B-n52-k7.vrp,1,4232.261192,5657,7.014149438,16
B-n52-k7.vrp,1,4151.784656,5099,8.167588787,21
B-n52-k7.vrp,1,3790.339079,5946,7.02420738,16
B-n52-k7.vrp,1,3781.110629,6192,6.832986706,15
B-n52-k7.vrp,1,3841.850801,5738,6.965505848,16
B-n52-k7.vrp,1,3620.53176,6212,6.808584515,15
B-n52-k7.vrp,1,3534.13032,6714,6.957579616,15
B-n52-k7.vrp,1,3574.499892,6256,6.814218626,15
B-n52-k7.vrp,1,3619.042574,5525,7.122818451,17
B-n52-k7.vrp,1,3498.881605,6136,7.030642158,16
B-n52-k7.vrp,1,3558.302402,5979,6.990299309,16
B-n52-k7.vrp,1,3847.883956,6006,6.784492447,15
B-n52-k7.vrp,1,3469.143874,7481,7.468795104,16
B-n52-k7.vrp,14,2875.173481,2679,4.145536794,10
B-n52-k7.vrp,14,3142.019597,2776,3.417188602,7
B-n52-k7.vrp,14,4102.381134,2480,3.504915169,7
B-n56-k7.vrp,1,4144.544176,4909,8.504402059,23
B-n56-k7.vrp,1,3413.177843,6001,6.590165272,15
B-n56-k7.vrp,1,3543.975096,5822,6.556891374,15
B-n56-k7.vrp,1,4005.952835,4828,10.31541637,30
B-n56-k7.vrp,1,3178.162542,6104,6.84520295,16
B-n56-k7.vrp,1,3898.129638,4898,10.31766423,30
B-n56-k7.vrp,1,3199.057779,5466,7.174496364,18
B-n56-k7.vrp,1,3489.520549,5080,7.636808286,20
B-n56-k7.vrp,1,3194.328185,5610,6.687883762,16
B-n56-k7.vrp,1,3205.411754,5439,6.900703206,17
B-n56-k7.vrp,1,3082.01438,5737,7.772720264,20
B-n56-k7.vrp,1,3139.598689,6141,6.317423777,14
B-n56-k7.vrp,1,3112.521661,5863,7.553189991,19
B-n56-k7.vrp,1,3279.499974,5039,7.849840092,21
B-n56-k7.vrp,1,3385.672767,5115,7.628447587,20
B-n56-k7.vrp,1,3321.231772,4961,8.631143048,24
B-n56-k7.vrp,1,3266.227481,5123,7.608358142,20
B-n56-k7.vrp,1,3710.712145,5095,7.41745669,19
B-n56-k7.vrp,1,3285.897454,5037,7.850405848,21
B-n56-k7.vrp,1,3442.024645,5027,8.409280655,23
B-n56-k7.vrp,1,3767.064023,5007,8.198289758,22
B-n56-k7.vrp,1,3322.579359,5035,8.389191209,23
B-n56-k7.vrp,1,3246.182398,5305,7.39740802,19
B-n56-k7.vrp,1,3274.13789,5097,8.13388658,22
B-n56-k7.vrp,1,3648.314173,5208,7.442293439,19
B-n56-k7.vrp,1,3853.630508,5478,6.770251249,16
B-n56-k7.vrp,1,4676.2671,4609,10.63786242,31
B-n56-k7.vrp,1,4052.996661,5654,6.066559431,13
B-n56-k7.vrp,1,4020.467821,4910,6.883757687,17
B-n56-k7.vrp,1,3946.3603,5257,6.982344408,17
B-n56-k7.vrp,1,4474.802951,4744,10.11096095,29
B-n56-k7.vrp,1,4222.09297,4794,9.812962463,28
B-n56-k7.vrp,1,4301.037334,4772,9.820813909,28
B-n56-k7.vrp,1,3945.762351,5492,6.526062005,15
B-n56-k7.vrp,1,3853.084213,5602,6.277939696,14
B-n56-k7.vrp,1,3799.2054,5534,6.778095831,16
