prob,winlen,dist,time,costDel,routes
B-n56-k7.vrp,1,3896.036505,5414,6.757526414,16
B-n56-k7.vrp,1,3859.770333,5279,6.973040794,17
B-n56-k7.vrp,1,3972.130312,5196,7.233667608,18
B-n56-k7.vrp,14,2595.187285,2356,3.121488494,7
B-n57-k7.vrp,1,5099.053852,10186,8.719927261,21
B-n57-k7.vrp,1,6184.712434,6052,7.715941685,21
B-n57-k7.vrp,1,5950.260596,6344,7.289785495,19
B-n57-k7.vrp,1,5967.692069,6066,7.448235254,20
B-n57-k7.vrp,1,5842.31741,6712,7.612555433,20
B-n57-k7.vrp,1,6232.798346,6803,6.998332004,17
B-n57-k7.vrp,1,6197.957641,6537,7.151450565,18
B-n57-k7.vrp,1,6687.704657,6602,7.017017855,17
B-n57-k7.vrp,1,5471.192168,8718,7.890573147,19
B-n57-k7.vrp,1,5447.846748,8744,7.894114877,19
B-n57-k7.vrp,1,5648.82966,6860,6.681367389,16
B-n57-k7.vrp,1,5507.853875,7083,6.956985514,17
B-n57-k7.vrp,1,6748.306488,6341,7.187592337,18
B-n57-k7.vrp,1,5501.179529,8010,7.457156392,18
B-n57-k7.vrp,14,4294.814378,3769,3.684782327,8
B-n57-k7.vrp,14,4814.003154,3309,3.875234389,9
B-n57-k7.vrp,14,4874.49082,3295,3.646076651,8
B-n57-k9.vrp,1,6406.557542,8641,5.944915607,14
B-n57-k9.vrp,1,6018.557909,8758,5.917523381,14
B-n57-k9.vrp,1,6121.666247,8169,5.990080885,15
B-n57-k9.vrp,1,6323.144164,8056,5.991292487,15
B-n57-k9.vrp,14,4545.095133,4118,3.525997672,9
B-n57-k9.vrp,14,4538.262719,4241,3.555637283,9
B-n57-k9.vrp,14,5775.571062,4115,3.704535261,9
B-n63-k10.vrp,1,6857.388546,8643,5.946761887,18
B-n63-k10.vrp,1,6853.823518,8648,5.769519904,17
B-n63-k10.vrp,1,6802.888783,8657,5.94288285,18
B-n63-k10.vrp,1,6703.129768,8703,5.940201934,18
B-n63-k10.vrp,1,6933.182176,7854,6.318852836,21
B-n63-k10.vrp,1,6937.231482,7463,5.878802694,19
B-n63-k10.vrp,1,7024.279303,7349,6.042994228,20
B-n63-k10.vrp,1,6234.341489,8596,6.56899995,22
B-n63-k10.vrp,1,6126.311658,9096,6.663751046,22
B-n63-k10.vrp,1,6158.558037,8936,6.63313589,22
B-n63-k10.vrp,1,6495.989374,7843,6.438861992,22
B-n63-k10.vrp,1,6479.687573,7912,6.273886601,21
B-n63-k10.vrp,1,6867.050354,7668,6.625862138,23
B-n63-k10.vrp,1,6539.178737,7716,6.416793831,22
B-n63-k10.vrp,1,6339.853756,7961,6.622519403,23
B-n63-k10.vrp,1,6240.763289,7997,6.262005754,21
B-n63-k10.vrp,1,6527.909823,8220,6.168943004,20
B-n63-k10.vrp,1,6477.671298,8408,6.025474557,19
B-n63-k10.vrp,1,6626.387325,8319,6.025040474,19
B-n63-k10.vrp,1,6377.717212,8288,6.164634397,20
B-n63-k10.vrp,1,6468.080599,8419,6.026643634,19
B-n63-k10.vrp,1,6158.743779,8602,6.204959894,20
B-n63-k10.vrp,14,5158.540845,4592,3.429446072,10
B-n63-k10.vrp,14,5155.737612,4599,3.608482972,11
B-n63-k10.vrp,14,5185.163519,4584,3.43108908,10
B-n64-k9.vrp,1,3706.800392,10085,7.274140827,24
B-n64-k9.vrp,1,4286.562957,5977,5.855270918,21
B-n64-k9.vrp,1,4242.255718,5820,6.187179862,23
B-n64-k9.vrp,1,3840.789496,6251,5.671494728,20
B-n64-k9.vrp,1,4170.924776,5976,6.026421639,22
B-n64-k9.vrp,1,3968.66648,5872,6.162567173,23
B-n64-k9.vrp,1,3925.82334,6245,6.615400149,25
B-n64-k9.vrp,1,3936.259809,6145,6.594011842,25
B-n64-k9.vrp,1,3919.391622,6190,6.788802756,26
B-n64-k9.vrp,1,3958.972326,6052,6.762642098,26
B-n64-k9.vrp,1,3943.113425,6210,5.489002586,19
B-n64-k9.vrp,1,4219.969385,6010,5.853913916,21
B-n64-k9.vrp,1,3829.070563,6264,6.046470679,22
B-n64-k9.vrp,1,3818.384813,6713,5.213383853,17
B-n64-k9.vrp,1,4005.44158,6187,5.305280939,18
B-n64-k9.vrp,1,3952.07388,6311,5.139627157,17
B-n64-k9.vrp,1,3797.145331,6649,5.569551257,19
B-n64-k9.vrp,1,3810.242971,6737,5.404554018,18
B-n64-k9.vrp,1,4216.874762,5784,6.735961671,26
B-n64-k9.vrp,1,4212.961623,5817,6.742957301,26
B-n64-k9.vrp,1,4655.813884,5539,7.485797522,30
B-n64-k9.vrp,1,3978.72352,6182,5.487369763,19
B-n64-k9.vrp,1,4039.451906,6134,5.858104639,21
B-n64-k9.vrp,1,4673.851676,5385,7.826697775,32
B-n64-k9.vrp,1,4610.642809,5721,7.894812311,32
B-n64-k9.vrp,1,4635.315479,5713,7.896277803,32
B-n64-k9.vrp,1,3810.247027,6429,5.334395105,18
B-n64-k9.vrp,1,3940.051002,6239,5.308412263,18
B-n64-k9.vrp,1,3785.952774,6847,5.239585962,17
B-n64-k9.vrp,1,4107.839497,6014,5.653094785,20
B-n64-k9.vrp,1,4066.552312,6135,5.675155604,20
B-n64-k9.vrp,14,3163.018006,2899,2.949741579,10
B-n66-k9.vrp,1,5236.097079,7333,6.033941183,19
B-n66-k9.vrp,1,5212.795956,7957,5.794770182,17
B-n66-k9.vrp,1,5325.24158,7357,5.670677427,17
B-n66-k9.vrp,1,5397.955567,7311,6.050825553,19
B-n66-k9.vrp,1,5533.110411,7347,5.887077721,18
B-n66-k9.vrp,1,5255.547543,7515,5.888384509,18
B-n66-k9.vrp,1,5288.437653,7380,5.480542631,16
B-n66-k9.vrp,1,5228.663441,7838,5.959760305,18
B-n66-k9.vrp,14,4847.233123,4238,3.357405663,9
B-n66-k9.vrp,14,4618.770786,4236,3.516371872,10
B-n66-k9.vrp,14,4619.351663,4120,3.489505394,10
B-n67-k10.vrp,1,5204.058989,6508,7.530843332,30
B-n67-k10.vrp,1,5520.467863,6170,8.40120699,35
B-n67-k10.vrp,1,5705.079553,6339,8.281471122,34
B-n67-k10.vrp,1,5560.077122,6169,8.586911823,36
B-n67-k10.vrp,1,4712.550429,7205,6.174606836,22
B-n67-k10.vrp,1,5088.886996,6560,7.346637021,29
B-n67-k10.vrp,1,5030.225338,6611,7.531131604,30
B-n67-k10.vrp,1,4898.589996,6878,5.764867728,20
B-n67-k10.vrp,1,4565.245548,7001,6.472253285,24
B-n67-k10.vrp,1,4481.343906,7339,6.355145796,23
B-n67-k10.vrp,1,4678.058108,6852,6.273134287,23
B-n67-k10.vrp,1,4728.974087,7369,6.032072732,21
B-n67-k10.vrp,1,5483.659565,6474,8.825124773,37
B-n67-k10.vrp,1,4770.680269,6845,6.464354566,24
B-n67-k10.vrp,1,4739.689438,7075,5.96862587,21
B-n67-k10.vrp,1,4379.421709,7396,6.535382955,24
B-n67-k10.vrp,1,4926.020213,6677,6.266531825,23
B-n67-k10.vrp,1,5369.623606,6494,7.729929396,31
B-n67-k10.vrp,1,5443.357658,6488,8.280565431,34
B-n67-k10.vrp,1,4627.879979,6902,6.277686833,23
B-n67-k10.vrp,1,4280.872947,7397,6.161259245,22
B-n67-k10.vrp,1,4696.80927,6619,6.585806708,25
B-n67-k10.vrp,1,4810.37206,6682,6.433532008,24
B-n67-k10.vrp,1,5364.047974,6613,6.670555251,25
B-n67-k10.vrp,1,5133.590807,8134,5.710507304,18
B-n67-k10.vrp,14,4161.371804,3685,3.157530872,10
B-n67-k10.vrp,14,3769.41174,3413,3.227807248,11
B-n68-k9.vrp,1,6107.381105,9211,7.365308948,22
B-n68-k9.vrp,1,6822.131342,7468,7.440608563,24
B-n68-k9.vrp,1,6645.63518,7628,6.866355216,21
B-n68-k9.vrp,1,6493.716064,8056,6.947389223,21
B-n68-k9.vrp,1,6445.519975,8061,6.549971132,19
B-n68-k9.vrp,1,6568.91916,8055,7.153600408,22
B-n68-k9.vrp,1,6396.236196,8857,7.321098727,22
B-n68-k9.vrp,1,6267.305163,9150,6.981212311,20
B-n68-k9.vrp,1,6337.939267,8962,7.142101427,21
B-n68-k9.vrp,1,6376.229834,8908,7.134550646,21
B-n68-k9.vrp,1,6330.36996,9097,7.36923929,22
B-n68-k9.vrp,1,5954.78883,10223,7.585794854,22
B-n68-k9.vrp,1,6095.27947,9856,7.909614932,24
B-n68-k9.vrp,1,6084.037944,9958,7.736478422,23
B-n68-k9.vrp,14,7438.844422,4282,3.826457345,9
B-n68-k9.vrp,14,6328.901032,4400,3.699499905,9
B-n68-k9.vrp,14,5080.675443,4564,3.564204333,9
B-n68-k9.vrp,14,5099.40745,4447,3.73480367,10
B-n68-k9.vrp,14,5174.168809,4491,3.559830049,9
B-n78-k10.vrp,1,7134.897653,8294,10.01236182,42
B-n78-k10.vrp,1,7329.745781,8271,9.856755877,41
B-n78-k10.vrp,1,6506.859238,8539,7.710888507,29
B-n78-k10.vrp,1,6893.404582,8377,8.074630028,31
B-n78-k10.vrp,1,6738.104919,8520,7.735707871,29
B-n78-k10.vrp,1,6969.360991,8346,8.952630988,36
B-n78-k10.vrp,1,7769.060253,8230,10.25291361,43
B-n78-k10.vrp,1,8042.441961,8206,10.28192712,43
B-n78-k10.vrp,1,6257.101534,8573,7.161879274,26
B-n78-k10.vrp,1,7634.29023,8310,9.378027702,38
B-n78-k10.vrp,1,6525.516854,8559,7.192407121,26
B-n78-k10.vrp,1,6188.647196,8804,6.502531187,22
B-n78-k10.vrp,1,6046.785154,9045,6.886311487,24
B-n78-k10.vrp,1,6029.584936,9126,6.726426294,23
B-n78-k10.vrp,1,6196.209256,9045,6.379889523,21
B-n78-k10.vrp,1,6061.827646,8892,6.505479012,22
B-n78-k10.vrp,1,6057.707111,9118,6.553203556,22
B-n78-k10.vrp,14,5688.603373,5169,4.789078543,17
B-n78-k10.vrp,14,6871.749535,4853,3.644177903,10
B-n78-k10.vrp,14,5945.18277,5144,3.590593793,10
B-n78-k10.vrp,14,5815.375505,4999,3.893488724,12
B-n78-k10.vrp,14,5849.294504,5067,3.7372118,11
B-n78-k10.vrp,14,6409.452678,4640,4.241094945,14
B-n78-k10.vrp,14,6364.731394,4619,4.406055041,15
B-n78-k10.vrp,14,6427.626699,4560,3.876235137,12
B-n78-k10.vrp,14,6419.597107,4601,3.708957163,11
P-n101-k4.vrp,1,5201.763453,17426,7.41962025,41
P-n101-k4.vrp,1,5783.91191,9215,6.452481271,42
P-n101-k4.vrp,1,5807.25136,9147,6.445026344,42
P-n101-k4.vrp,1,6435.940307,7638,8.763103577,64
P-n101-k4.vrp,1,5933.223469,8914,7.997933571,56
P-n101-k4.vrp,1,5972.697353,8645,8.189167072,58
P-n101-k4.vrp,1,5907.814898,8729,8.195483089,58
P-n101-k4.vrp,1,5413.179068,10197,5.432607648,32
P-n101-k4.vrp,1,5309.987229,9861,5.603201993,34
P-n101-k4.vrp,1,5468.903647,9768,5.940645903,37
P-n101-k4.vrp,1,5553.302111,9421,6.124784874,39
P-n101-k4.vrp,1,5707.145529,9397,6.246321006,40
P-n101-k4.vrp,1,5663.157347,9178,6.550198498,43
P-n101-k4.vrp,1,5467.935978,10067,5.419169074,32
P-n101-k4.vrp,1,5943.425089,8859,7.766241931,54
P-n101-k4.vrp,1,6093.81753,8565,7.962946949,56
P-n101-k4.vrp,1,6089.405677,8609,8.08111143,57
P-n101-k4.vrp,1,6095.255012,8480,8.063885347,57
P-n101-k4.vrp,1,6035.492506,8582,8.635495626,62
P-n101-k4.vrp,1,6440.247999,7953,8.581693427,62
P-n101-k4.vrp,1,5666.270385,9400,6.355935278,41
P-n101-k4.vrp,1,5510.446659,9644,5.814487146,36
P-n101-k4.vrp,1,6065.062953,8413,8.389720415,60
P-n101-k4.vrp,1,6103.303622,8307,8.265765791,59
P-n101-k4.vrp,1,5970.109352,8852,7.767423041,54
P-n101-k4.vrp,1,6008.840654,8664,7.744742357,54
P-n101-k4.vrp,1,6228.881572,8058,8.354169509,60
P-n101-k4.vrp,1,6283.090182,8401,8.180604631,58
P-n101-k4.vrp,1,6379.726952,8162,8.26805765,59
P-n101-k4.vrp,1,6058.545109,8604,8.3029148,59
P-n101-k4.vrp,1,6188.400834,8044,8.686449175,63
P-n101-k4.vrp,1,6230.774808,8029,8.800274796,64
P-n101-k4.vrp,1,6145.988809,8180,8.701701434,63
P-n101-k4.vrp,1,5334.698987,10243,5.432619878,32
P-n101-k4.vrp,1,5390.333912,9857,5.496618016,33
P-n101-k4.vrp,1,6199.379614,7950,9.011884372,66
P-n101-k4.vrp,1,6187.804502,8210,8.484206534,61
P-n101-k4.vrp,1,5963.739212,8816,8.099422145,57
P-n101-k4.vrp,1,5673.003704,9586,5.70709289,35
P-n101-k4.vrp,1,6325.215148,8009,8.692627004,63
P-n101-k4.vrp,1,6339.580524,7912,8.792956736,64
P-n101-k4.vrp,1,6249.652888,8548,7.86063744,55
P-n101-k4.vrp,1,5892.591877,9836,5.646524863,34
P-n101-k4.vrp,1,6259.537678,8584,6.854023257,46
P-n101-k4.vrp,1,6250.667394,8553,7.411473309,51
P-n101-k4.vrp,1,6329.033462,8182,7.591836019,53
P-n101-k4.vrp,1,5959.333601,9301,5.578492477,34
P-n101-k4.vrp,1,6074.219059,9244,5.57989275,34
P-n101-k4.vrp,1,5781.231234,9370,6.023596745,38
P-n101-k4.vrp,1,6116.228246,8626,6.623318728,44
P-n101-k4.vrp,1,6143.25568,8709,6.299424496,41
P-n101-k4.vrp,1,6277.855833,8584,6.518044672,43
P-n101-k4.vrp,1,5800.538164,9390,5.690440991,35
P-n101-k4.vrp,1,6125.605949,8875,6.095813372,39
P-n101-k4.vrp,1,6080.20107,8627,7.632910511,53
P-n101-k4.vrp,1,6017.64629,9277,5.467396856,33
P-n101-k4.vrp,1,6662.472935,7536,8.992256059,66
P-n101-k4.vrp,1,6910.522335,7534,9.461818322,70
P-n101-k4.vrp,1,5920.22228,9092,5.659167357,35
P-n101-k4.vrp,1,6140.090669,8870,5.758841295,36
P-n101-k4.vrp,1,5837.737731,9103,5.991505703,38
P-n101-k4.vrp,1,5852.997128,9032,5.982990853,38
P-n101-k4.vrp,1,6027.398898,8908,5.755010748,36
P-n101-k4.vrp,1,6515.661853,8039,8.262093578,59
P-n101-k4.vrp,1,6479.499434,8062,8.262346662,59
P-n101-k4.vrp,1,6539.778064,7768,8.451820325,61
P-n101-k4.vrp,1,5810.133645,9024,7.553213742,52
P-n101-k4.vrp,1,5952.656025,8837,7.876447706,55
P-n101-k4.vrp,1,6380.476103,7715,9.331629427,69
P-n101-k4.vrp,1,6278.117881,7856,9.117791353,67
P-n101-k4.vrp,1,6624.739217,7517,10.11145027,76
P-n101-k4.vrp,1,5904.131186,8933,6.873376782,46
P-n101-k4.vrp,1,6054.582022,8785,7.090113921,48
P-n101-k4.vrp,1,6235.284343,8591,7.302968634,50
P-n101-k4.vrp,1,6253.737797,8471,7.400471414,51
P-n101-k4.vrp,1,6034.454726,8902,6.76709959,45
P-n101-k4.vrp,1,6457.25846,7849,8.681275199,63
P-n101-k4.vrp,1,6268.351714,7930,9.014675686,66
P-n101-k4.vrp,1,6431.780523,7708,8.997337669,66
P-n101-k4.vrp,1,6344.842648,7801,8.778152668,64
P-n101-k4.vrp,1,6432.951365,7585,8.868076344,65
P-n101-k4.vrp,1,6221.805746,8045,8.464301284,61
P-n101-k4.vrp,1,5752.952908,10689,5.414880309,31
P-n101-k4.vrp,1,6052.753557,8832,7.546345793,52
P-n101-k4.vrp,1,6224.845787,8243,8.379222879,60
P-n101-k4.vrp,14,5409.160343,3762,2.299912044,12
P-n101-k4.vrp,14,4412.51915,3866,1.44682081,5
P-n16-k8.vrp,1,850.6909642,1115,6.64443432,8
P-n16-k8.vrp,1,725.6986111,2094,7.380921697,8
P-n16-k8.vrp,1,898.571702,983,7.893223127,10
P-n16-k8.vrp,1,834.6244751,1064,7.261996193,9
P-n16-k8.vrp,1,844.723807,1029,7.905010916,10
P-n16-k8.vrp,1,770.6599916,1552,7.628322029,9
P-n16-k8.vrp,1,780.7765802,1110,7.273783983,9
P-n16-k8.vrp,1,781.7214078,1493,6.9189488,8
P-n16-k8.vrp,1,807.161955,1096,7.274951011,9
P-n16-k8.vrp,1,856.958971,984,7.207578047,9
P-n16-k8.vrp,1,840.9749186,1207,6.714610022,8
P-n16-k8.vrp,1,852.0687953,1006,7.889805077,10
P-n16-k8.vrp,1,762.7659755,1601,7.664404956,9
P-n16-k8.vrp,1,750.1903012,1733,7.099074249,8
P-n16-k8.vrp,1,744.2506965,1672,7.713322486,9
P-n16-k8.vrp,1,737.3254282,1998,7.308402744,8
P-n16-k8.vrp,14,687.8369299,742,6.26372732,8
P-n19-k2.vrp,1,775.0049376,867,3.497017993,5
P-n19-k2.vrp,1,602.186296,1838,3.529212247,4
P-n19-k2.vrp,1,698.5726356,1723,3.491396769,4
P-n19-k2.vrp,1,675.3309028,1779,4.047786179,5
P-n19-k2.vrp,1,695.3731453,1663,3.9805118,5
P-n19-k2.vrp,1,695.2880561,1672,3.986286137,5
P-n19-k2.vrp,1,772.841193,901,2.989104579,4
P-n19-k2.vrp,1,699.6264752,927,2.449213863,3
P-n19-k2.vrp,1,747.6385544,903,2.980882938,4
P-n19-k2.vrp,14,466.6201319,487,2.077401792,3
P-n19-k2.vrp,14,526.3669392,501,1.579951393,2
P-n19-k2.vrp,14,526.0658094,502,1.580482902,2
P-n20-k2.vrp,1,764.7401449,1577,2.893143861,3
P-n20-k2.vrp,1,692.1774139,2148,4.292208895,5
P-n20-k2.vrp,1,871.4812267,1404,2.821817108,3
P-n20-k2.vrp,1,788.601433,1041,3.08537538,4
P-n20-k2.vrp,1,827.230446,935,3.03156762,4
P-n20-k2.vrp,1,744.2341892,1280,3.751856129,5
P-n20-k2.vrp,1,707.8550858,1288,3.214254984,4
P-n20-k2.vrp,14,483.3457977,475,1.546940188,2
P-n21-k2.vrp,1,707.0752388,1699,3.068885245,3
P-n21-k2.vrp,1,805.6316355,1107,3.810935911,5
P-n21-k2.vrp,1,668.8264368,1862,3.713599641,4
P-n21-k2.vrp,1,828.2291475,1475,2.966116813,3
P-n21-k2.vrp,1,905.8598237,1243,3.391226844,4
P-n21-k2.vrp,1,785.7372807,1586,3.574265979,4
P-n21-k2.vrp,1,796.9272951,1477,4.055840582,5
P-n21-k2.vrp,1,717.769184,1593,4.652949646,6
P-n21-k2.vrp,1,757.9185336,1475,5.139853921,7
P-n21-k2.vrp,1,726.3151511,1552,4.078452593,5
P-n21-k2.vrp,1,698.5338379,1736,4.191035097,5
P-n21-k2.vrp,1,690.5000996,1688,4.706001717,6
P-n21-k2.vrp,1,766.4645007,1434,4.565356868,6
P-n21-k2.vrp,1,820.299302,1555,3.567030263,4
P-n21-k2.vrp,14,493.7171168,505,1.633439271,2
P-n22-k2.vrp,1,838.3864752,1621,2.968477979,3
P-n22-k2.vrp,1,987.2893471,1116,4.826989784,7
P-n22-k2.vrp,1,823.2585381,1174,3.737406652,5
P-n22-k2.vrp,1,712.3055032,1675,4.020583584,5
P-n22-k2.vrp,1,819.081456,1457,3.387118605,4
P-n22-k2.vrp,1,728.5407258,1524,3.39623138,4
P-n22-k2.vrp,1,809.8992112,1393,4.407007168,6
P-n22-k2.vrp,1,763.747129,1465,3.903761085,5
P-n22-k2.vrp,1,902.1984801,1266,3.294666306,4
P-n22-k2.vrp,1,870.7725071,1280,3.291819426,4
P-n22-k2.vrp,1,917.3705329,1130,4.809520625,7
P-n22-k2.vrp,1,894.0597049,1154,4.28378242,6
P-n22-k2.vrp,1,816.6250902,1333,3.838133557,5
P-n22-k2.vrp,1,838.2595229,1294,3.288559624,4
P-n22-k2.vrp,14,526.9665929,539,1.615113933,2
P-n22-k2.vrp,14,542.1564447,533,1.616988,2
P-n22-k8.vrp,1,1215.224116,1407,0.106292499,12
P-n22-k8.vrp,1,1015.186586,3470,0.109012304,10
P-n22-k8.vrp,1,1088.276208,2259,0.105916814,11
P-n22-k8.vrp,1,1055.51553,2441,0.092786459,9
P-n22-k8.vrp,1,1089.487856,2210,0.09819867,10
P-n22-k8.vrp,1,1077.960628,2313,0.106343173,11
P-n22-k8.vrp,1,1059.613291,2375,0.099509989,10
P-n22-k8.vrp,1,1073.788442,2324,0.099130367,10
P-n22-k8.vrp,1,1080.006261,2336,0.091980477,9
P-n22-k8.vrp,1,1290.045507,1496,0.092894903,10
P-n22-k8.vrp,1,1197.873386,1589,0.093242275,10
P-n22-k8.vrp,1,1221.257933,1443,0.099354986,11
P-n22-k8.vrp,1,1102.340339,2179,0.112567725,12
P-n22-k8.vrp,1,1258.325134,1536,0.093085513,10
P-n22-k8.vrp,1,1178.391079,1513,0.0997543,11
P-n22-k8.vrp,1,1182.563265,1502,0.106967107,12
P-n22-k8.vrp,1,1224.231626,1405,0.10632156,12
P-n22-k8.vrp,1,1105.657998,2063,0.096976088,10
P-n22-k8.vrp,1,1109.721532,1915,0.095681663,10
P-n22-k8.vrp,1,1301.22812,1636,0.086908608,9
P-n22-k8.vrp,1,1238.91416,1569,0.093277909,10
P-n22-k8.vrp,1,1162.451349,1600,0.093155858,10
P-n22-k8.vrp,1,1176.94434,1661,0.086484555,9
P-n22-k8.vrp,1,1128.353695,1698,0.086560773,9
P-n22-k8.vrp,1,1104.693483,2112,0.090117739,9
P-n22-k8.vrp,1,1165.425042,1562,0.100122432,11
P-n22-k8.vrp,1,1111.79567,1840,0.087736893,9
P-n22-k8.vrp,1,1114.769363,1802,0.094703467,10
P-n22-k8.vrp,1,1161.833054,1655,0.100930421,11
P-n22-k8.vrp,1,1084.592384,2275,0.10603988,11
P-n22-k8.vrp,14,996.7423092,990,0.07958306,9
P-n22-k8.vrp,14,974.1700981,1012,0.07966124,9
P-n22-k8.vrp,14,995.6611082,1008,0.079737438,9
P-n22-k8.vrp,14,1006.429262,1004,0.072468988,8
P-n23-k8.vrp,1,1176.855303,1272,8.064191918,13
P-n23-k8.vrp,1,944.2130428,2704,7.320360786,10
P-n23-k8.vrp,1,1017.620633,2315,7.099238384,10
P-n23-k8.vrp,1,1005.327961,2719,6.828828663,9
P-n23-k8.vrp,1,1038.371647,1797,6.776004737,10
P-n23-k8.vrp,1,1050.160742,1430,7.069868392,11
P-n23-k8.vrp,1,1110.882791,1335,7.031863535,11
P-n23-k8.vrp,1,1083.329326,1427,7.08034994,11
P-n23-k8.vrp,1,1097.164436,1423,7.08296562,11
P-n23-k8.vrp,1,1048.122923,1486,6.580927738,10
P-n23-k8.vrp,1,1158.894871,1311,7.558436741,12
P-n23-k8.vrp,1,1160.42366,1296,8.073385202,13
P-n23-k8.vrp,1,1112.411581,1320,7.546811997,12
P-n23-k8.vrp,1,1138.022834,1315,7.553190644,12
P-n23-k8.vrp,1,1039.925969,1648,7.205339739,11
P-n23-k8.vrp,1,1087.303086,1425,7.080557384,11
P-n23-k8.vrp,1,1105.736431,1332,7.551984544,12
P-n23-k8.vrp,1,1101.431701,1316,8.064113447,13
P-n23-k8.vrp,1,1137.581687,1301,8.068041717,13
P-n23-k8.vrp,1,1088.998397,1367,7.568092053,12
P-n23-k8.vrp,1,1149.44378,1292,8.590686653,14
P-n23-k8.vrp,1,1159.510138,1307,7.556110818,12
P-n23-k8.vrp,1,1032.30747,1905,7.366709182,11
P-n23-k8.vrp,1,1024.493557,2152,7.521615802,11
P-n23-k8.vrp,1,1032.373616,1867,7.342452757,11
P-n23-k8.vrp,1,1054.220414,1425,7.592152679,12
P-n23-k8.vrp,1,1049.458078,1434,7.596123307,12
P-n23-k8.vrp,14,890.4224067,933,5.644662689,9
P-n23-k8.vrp,14,879.0162146,940,5.644871876,9
P-n40-k5.vrp,1,1588.374779,4894,5.334368688,13
P-n40-k5.vrp,1,2068.401337,2525,5.189325172,15
P-n40-k5.vrp,1,2089.442484,2772,3.946383124,10
P-n40-k5.vrp,1,2097.404415,2428,5.163424461,15
P-n40-k5.vrp,1,2070.44615,2416,5.419809384,16
P-n40-k5.vrp,1,2174.924622,2820,3.712728448,9
P-n40-k5.vrp,1,2182.821083,2368,7.283155448,23
P-n40-k5.vrp,1,2249.9112,2310,7.542458917,24
P-n40-k5.vrp,1,2019.317946,2637,4.154789967,11
P-n40-k5.vrp,1,2195.393976,2315,6.206894976,19
P-n40-k5.vrp,1,2193.675125,2360,6.486504838,20
P-n40-k5.vrp,1,2030.614981,2552,4.129420636,11
P-n40-k5.vrp,1,2070.394025,2476,5.173844823,15
P-n40-k5.vrp,1,1983.980959,2574,5.454572447,16
P-n40-k5.vrp,1,1833.056177,3382,3.299138467,7
P-n40-k5.vrp,1,1858.812727,2575,4.3697105,12
P-n40-k5.vrp,1,1692.037507,3604,4.405774091,11
P-n40-k5.vrp,1,1954.34236,2823,3.93731077,10
P-n40-k5.vrp,1,1724.666904,2988,3.681854414,9
P-n40-k5.vrp,1,1757.900658,2866,4.179408377,11
P-n40-k5.vrp,1,1922.276662,2876,3.683020015,9
P-n40-k5.vrp,1,1935.682992,2537,5.964198884,18
P-n40-k5.vrp,1,1721.578381,3079,3.9760917,10
P-n40-k5.vrp,1,2130.083667,2302,7.782556293,25
P-n40-k5.vrp,1,1967.410541,2480,5.686386785,17
P-n40-k5.vrp,1,1714.734878,3211,3.486770195,8
P-n40-k5.vrp,1,1716.993307,3135,3.993346629,10
P-n40-k5.vrp,1,1704.110535,3210,4.015179503,10
P-n40-k5.vrp,1,1775.763376,2747,5.471139668,16
P-n40-k5.vrp,1,1818.102703,2739,5.741938538,17
P-n40-k5.vrp,1,1912.25127,2534,6.489536244,20
P-n40-k5.vrp,1,1702.39477,3279,4.302556939,11
P-n40-k5.vrp,1,1970.536668,2375,5.652998042,17
P-n40-k5.vrp,1,1698.485256,3323,3.785311934,9
P-n40-k5.vrp,1,1846.90082,2649,5.452892226,16
P-n40-k5.vrp,1,1694.849531,3434,3.555173779,8
P-n40-k5.vrp,1,1802.070391,2792,4.163822388,11
P-n40-k5.vrp,1,1809.733231,2872,3.925790919,10
P-n40-k5.vrp,1,1776.89011,2966,3.949993759,10
P-n40-k5.vrp,1,1744.232512,2969,4.210154052,11
P-n40-k5.vrp,14,1397.807371,1317,2.017707868,5
P-n45-k5.vrp,1,1857.381985,5859,6.036291463,17
P-n45-k5.vrp,1,2388.27561,4006,4.168537928,11
P-n45-k5.vrp,1,2040.34634,3471,4.429075899,13
P-n45-k5.vrp,1,2037.550329,3478,4.667620504,14
P-n45-k5.vrp,1,2091.387109,3470,5.385393485,17
P-n45-k5.vrp,1,2123.014095,3381,4.65403562,14
P-n45-k5.vrp,1,2005.069617,3552,4.209527667,12
P-n45-k5.vrp,1,2033.672172,3551,4.45106885,13
P-n45-k5.vrp,1,2138.846436,3329,4.641683574,14
P-n45-k5.vrp,1,2132.140398,3317,4.874075761,15
P-n45-k5.vrp,1,2195.702583,3247,4.627597113,14
P-n45-k5.vrp,1,2121.884158,3382,5.128122032,16
P-n45-k5.vrp,1,2319.696695,3065,6.965902476,24
P-n45-k5.vrp,1,1982.161612,5700,4.826463741,12
P-n45-k5.vrp,1,2161.601737,3248,6.281080063,21
P-n45-k5.vrp,1,2171.54163,3173,5.313107472,17
P-n45-k5.vrp,1,2229.829483,3090,6.009956719,20
P-n45-k5.vrp,1,2320.446731,3071,5.545798074,18
P-n45-k5.vrp,1,2285.737398,3308,4.423455601,13
P-n45-k5.vrp,1,2256.801984,3422,4.451511318,13
P-n45-k5.vrp,1,2505.1321,3070,4.154769445,12
P-n45-k5.vrp,1,2534.096309,2875,4.340302411,13
P-n45-k5.vrp,1,2333.267084,3162,4.626289377,14
P-n45-k5.vrp,1,2402.148561,3017,4.596028008,14
P-n45-k5.vrp,1,2429.341244,2956,4.346001337,13
